"","directorio","secuencia_p","orden","p6020","p6040","esc","fex_c_2011"
"16998",4961162,1,3,2,50,11,480.262138849137
"16999",4961162,1,4,1,39,13,480.262138849137
"17000",4961163,1,1,1,38,13,640.619750230125
"17001",4961163,1,2,2,38,17,640.619750230125
"17002",4961163,1,4,2,42,10,640.619750230125
"17003",4961164,1,1,1,38,16,569.866175308936
"17004",4961164,1,2,2,32,16,569.866175308936
"17005",4961165,1,1,1,56,18,516.663565417753
"17006",4961165,1,2,2,55,16,516.663565417753
"17007",4961166,1,1,2,47,11,497.274659431164
"17008",4961166,1,2,2,17,11,497.274659431164
"17009",4961167,1,1,2,67,4,568.692345777469
"17010",4961167,1,2,1,38,11,568.692345777469
"17011",4961167,1,3,1,31,11,568.692345777469
"17012",4961168,1,1,2,65,13,535.559806829948
"17013",4961168,1,2,1,41,11,535.559806829948
"17014",4961169,1,1,1,48,11,536.443179642543
"17015",4961169,1,2,2,41,11,536.443179642543
"17016",4961169,1,3,1,20,11,536.443179642543
"17017",4961169,1,4,2,12,6,536.443179642543
"17018",4961170,1,1,2,58,11,506.167915666841
"17019",4961170,1,2,1,59,11,506.167915666841
"17020",4961170,1,3,2,28,16,506.167915666841
"17021",4961171,1,1,1,36,11,631.731530345277
"17022",4961171,1,2,2,35,11,631.731530345277
"17023",4961172,1,1,2,68,11,535.559806829948
"17024",4961172,1,2,1,40,16,535.559806829948
"17025",4961174,1,1,1,35,16,693.596885381619
"17026",4961174,1,2,2,30,16,693.596885381619
"17027",4961175,1,1,1,35,11,692.793170448587
"17028",4961175,1,2,2,37,16,692.793170448587
"17029",4961175,1,5,2,27,16,692.793170448587
"17030",4961176,1,1,1,30,14,578.754395193783
"17031",4961176,1,2,2,28,14,578.754395193783
"17032",4961176,1,4,2,41,14,578.754395193783
"17033",4961177,1,1,2,66,11,507.659534213253
"17034",4961177,1,2,2,48,11,507.659534213253
"17035",4961177,1,3,1,23,16,507.659534213253
"17036",4961178,1,1,2,37,15,605.970393386319
"17037",4961178,1,4,2,68,14,605.970393386319
"17038",4961179,1,1,1,51,14,526.751244824664
"17039",4961179,1,2,2,46,16,526.751244824664
"17040",4961179,1,3,1,18,10,526.751244824664
"17041",4961179,1,4,2,14,7,526.751244824664
"17042",4961180,1,1,2,35,16,538.952429898715
"17043",4961180,1,4,2,38,5,538.952429898715
"17044",4961180,1,5,2,16,10,538.952429898715
"17045",4961181,1,1,1,46,16,520.715263560805
"17046",4961181,1,2,2,40,16,520.715263560805
"17047",4961181,1,3,2,13,7,520.715263560805
"17048",4961182,1,1,1,62,0,496.989239063122
"17049",4961182,1,2,2,62,2,496.989239063122
"17050",4961182,1,3,1,45,11,496.989239063122
"17051",4961182,1,4,1,19,11,496.989239063122
"17052",4961182,1,5,2,22,8,496.989239063122
"17053",4961183,1,1,1,52,8,579.558110126815
"17054",4961183,1,2,2,45,4,579.558110126815
"17055",4961184,1,1,1,37,8,556.227830218163
"17056",4961184,1,2,2,36,3,556.227830218163
"17057",4961184,1,3,1,17,10,556.227830218163
"17058",4961184,1,4,1,14,6,556.227830218163
"17059",4961184,1,6,2,19,11,556.227830218163
"17060",4961184,1,8,1,32,5,556.227830218163
"17061",4961185,1,1,1,41,11,403.029570428786
"17062",4961185,1,2,2,38,10,403.029570428786
"17063",4961185,1,3,2,19,11,403.029570428786
"17064",4961185,1,5,2,16,9,403.029570428786
"17065",4961185,1,6,2,14,8,403.029570428786
"17066",4961186,1,1,1,49,5,588.616599861005
"17067",4961186,1,2,2,41,5,588.616599861005
"17068",4961186,1,3,1,19,3,588.616599861005
"17069",4961186,1,5,2,17,10,588.616599861005
"17070",4961187,1,1,1,27,11,579.558110126815
"17071",4961187,1,2,2,25,11,579.558110126815
"17072",4961188,1,1,2,28,13,487.582724613284
"17073",4961188,1,3,2,24,11,487.582724613284
"17074",4961189,1,1,1,62,11,522.699546681611
"17075",4961189,1,2,2,59,8,522.699546681611
"17076",4961189,1,3,1,14,6,522.699546681611
"17077",4961190,1,1,1,63,0,591.473874832825
"17078",4961190,1,2,2,59,3,591.473874832825
"17079",4961190,1,3,1,44,2,591.473874832825
"17080",4961190,1,4,2,28,4,591.473874832825
"17081",4961191,1,1,2,39,11,477.890789795405
"17082",4961191,1,2,2,13,5,477.890789795405
"17083",4961192,1,1,1,29,11,1263.46306069055
"17084",4961192,1,2,2,25,11,1263.46306069055
"17085",4961193,1,1,1,63,13,1196.08312377671
"17086",4961193,1,2,2,62,8,1196.08312377671
"17087",4961193,1,3,1,28,14,1196.08312377671
"17088",4961193,1,4,2,32,11,1196.08312377671
"17089",4961193,1,7,2,72,5,1196.08312377671
"17090",4961193,1,8,2,42,8,1196.08312377671
"17091",4961194,1,1,1,41,2,637.767511609135
"17092",4961194,1,2,2,35,8,637.767511609135
"17093",4961194,1,3,1,16,10,637.767511609135
"17094",4961195,1,1,1,59,16,550.679477177869
"17095",4961195,1,2,2,50,11,550.679477177869
"17096",4961195,1,3,1,28,16,550.679477177869
"17097",4961195,1,4,2,23,16,550.679477177869
"17098",4961195,1,5,1,15,9,550.679477177869
"17099",4961196,1,1,2,35,11,614.326907479494
"17100",4961196,1,2,1,16,9,614.326907479494
"17101",4961197,1,1,2,35,15,608.290926215636
"17102",4961198,1,1,2,41,4,452.873422141126
"17103",4961198,1,5,2,57,0,452.873422141126
"17104",4961198,1,6,1,51,0,452.873422141126
"17105",4961198,1,7,2,14,5,452.873422141126
"17106",4961198,1,8,1,15,5,452.873422141126
"17107",4961199,1,1,1,56,2,607.201790914562
"17108",4961199,1,2,2,59,4,607.201790914562
"17109",4961199,1,3,2,35,11,607.201790914562
"17110",4961199,1,4,1,42,11,607.201790914562
"17111",4961199,1,5,1,13,7,607.201790914562
"17112",4961200,1,1,1,30,13,589.250044944694
"17113",4961200,1,2,2,27,13,589.250044944694
"17114",4961201,1,1,1,56,11,1309.7120955309
"17115",4961201,1,2,2,53,11,1309.7120955309
"17116",4961201,1,3,2,31,16,1309.7120955309
"17117",4961201,1,4,1,34,11,1309.7120955309
"17118",4961202,1,1,1,51,11,849.586935548764
"17119",4961202,1,2,2,52,13,849.586935548764
"17120",4961202,1,3,2,18,12,849.586935548764
"17121",4961202,1,4,1,23,11,849.586935548764
"17122",4961202,1,5,2,23,9,849.586935548764
"17123",4961202,1,6,1,16,8,849.586935548764
"17124",4961202,1,7,2,13,6,849.586935548764
"17125",4961203,1,1,1,63,8,915.641437703486
"17126",4961203,1,2,2,61,5,915.641437703486
"17127",4961203,1,3,2,20,13,915.641437703486
"17128",4961204,1,1,1,47,7,674.556004110678
"17129",4961204,1,2,2,54,6,674.556004110678
"17130",4961204,1,3,1,28,6,674.556004110678
"17131",4961205,1,1,1,32,11,560.174240491056
"17132",4961205,1,2,2,34,11,560.174240491056
"17133",4961206,1,1,2,42,11,503.310640695022
"17134",4961206,1,2,1,18,11,503.310640695022
"17135",4961206,1,3,2,14,7,503.310640695022
"17136",4961207,1,1,2,66,9,1069.51218379383
"17137",4961207,1,2,2,41,16,1069.51218379383
"17138",4961207,1,3,1,45,13,1069.51218379383
"17139",4961208,1,1,1,31,16,1139.73235061787
"17140",4961208,1,2,2,29,13,1139.73235061787
"17141",4961209,1,1,1,27,14,591.473874832825
"17142",4961209,1,2,2,28,14,591.473874832825
"17143",4961209,1,3,1,60,11,591.473874832825
"17144",4961209,1,4,2,56,11,591.473874832825
"17145",4961210,1,1,2,31,11,535.929921428383
"17146",4961210,1,3,2,31,11,535.929921428383
"17147",4961211,1,1,2,49,2,492.985260793453
"17148",4961211,1,2,1,24,8,492.985260793453
"17149",4961211,1,3,2,23,11,492.985260793453
"17150",4961211,1,5,2,23,5,492.985260793453
"17151",4961211,1,6,1,21,6,492.985260793453
"17152",4961212,1,1,1,62,3,593.864283504243
"17153",4961212,1,2,2,53,5,593.864283504243
"17154",4961212,1,3,2,23,13,593.864283504243
"17155",4961212,1,4,1,20,11,593.864283504243
"17156",4961212,1,5,1,17,8,593.864283504243
"17157",4961212,1,6,1,13,5,593.864283504243
"17158",4961212,1,7,1,22,11,593.864283504243
"17159",4961212,1,8,1,15,6,593.864283504243
"17160",4961213,1,1,1,54,11,644.386028005136
"17161",4961213,1,2,2,50,11,644.386028005136
"17162",4961213,1,3,1,27,11,644.386028005136
"17163",4961213,1,4,2,21,13,644.386028005136
"17164",4961213,1,5,1,17,10,644.386028005136
"17165",4961213,1,6,2,25,11,644.386028005136
"17166",4961213,1,7,1,26,11,644.386028005136
"17167",4961214,1,1,2,46,11,595.286026208552
"17168",4961214,1,2,1,22,11,595.286026208552
"17169",4961214,1,3,1,27,13,595.286026208552
"17170",4961215,1,1,2,67,0,423.191074259148
"17171",4961215,1,2,1,23,11,423.191074259148
"17172",4961215,1,3,2,27,11,423.191074259148
"17173",4961215,1,5,2,21,11,423.191074259148
"17174",4961215,1,6,1,40,11,423.191074259148
"17175",4961215,1,8,2,18,10,423.191074259148
"17176",4961215,1,9,1,15,6,423.191074259148
"17177",4961215,1,10,2,39,5,423.191074259148
"17178",4961215,1,11,1,71,3,423.191074259148
"17179",4961216,1,1,1,34,5,693.596885381619
"17180",4961216,1,2,2,26,11,693.596885381619
"17181",4961217,1,1,2,50,11,561.349772327999
"17182",4961217,1,2,2,31,16,561.349772327999
"17183",4961217,1,3,1,23,11,561.349772327999
"17184",4961218,1,1,1,54,6,589.250044944694
"17185",4961218,1,2,2,50,9,589.250044944694
"17186",4961219,1,1,2,39,6,510.877511882801
"17187",4961219,1,2,2,17,11,510.877511882801
"17188",4961219,1,3,2,14,8,510.877511882801
"17189",4961219,1,5,1,19,11,510.877511882801
"17190",4961219,1,6,1,73,5,510.877511882801
"17191",4961220,1,1,1,38,3,601.32200747241
"17192",4961220,1,2,2,43,5,601.32200747241
"17193",4961220,1,3,1,24,5,601.32200747241
"17194",4961220,1,4,1,20,9,601.32200747241
"17195",4961221,1,1,1,59,7,655.659762698483
"17196",4961221,1,2,2,49,8,655.659762698483
"17197",4961221,1,4,1,44,11,655.659762698483
"17198",4961222,1,1,2,61,5,542.322963084694
"17199",4961222,1,2,1,63,0,542.322963084694
"17200",4961222,1,3,2,39,11,542.322963084694
"17201",4961222,1,4,2,12,6,542.322963084694
"17202",4961222,1,6,1,39,3,542.322963084694
"17203",4961223,1,1,2,45,5,562.153487261031
"17204",4961223,1,2,1,20,11,562.153487261031
"17205",4961224,1,1,1,54,14,569.866175308936
"17206",4961224,1,2,2,42,5,569.866175308936
"17207",4961225,1,1,1,41,11,680.591985374536
"17208",4961225,1,2,2,30,11,680.591985374536
"17209",4961225,1,4,1,25,11,680.591985374536
"17210",4961225,1,5,1,24,11,680.591985374536
"17211",4961226,1,1,1,57,11,470.449586521005
"17212",4961226,1,2,2,53,11,470.449586521005
"17213",4961226,1,3,2,28,13,470.449586521005
"17214",4961226,1,4,2,24,16,470.449586521005
"17215",4961226,1,5,1,84,1,470.449586521005
"17216",4961226,1,6,2,80,2,470.449586521005
"17217",4961227,1,1,2,59,5,502.837084499095
"17218",4961227,1,2,2,24,11,502.837084499095
"17219",4961227,1,3,1,25,11,502.837084499095
"17220",4961227,1,7,2,21,13,502.837084499095
"17221",4961228,1,1,1,55,11,629.145740146962
"17222",4961228,1,2,2,51,21,629.145740146962
"17223",4961228,1,3,1,26,15,629.145740146962
"17224",4961228,1,4,2,26,11,629.145740146962
"17225",4961228,1,6,1,46,11,629.145740146962
"17226",4961228,1,7,2,22,11,629.145740146962
"17227",4961229,1,1,1,61,11,539.300454614362
"17228",4961229,1,2,2,62,11,539.300454614362
"17229",4961229,1,3,2,33,16,539.300454614362
"17230",4961229,1,4,1,39,14,539.300454614362
"17231",4961230,1,1,2,50,5,611.886934141304
"17232",4961230,1,2,1,30,11,611.886934141304
"17233",4961230,1,3,1,26,11,611.886934141304
"17234",4961230,1,4,2,28,11,611.886934141304
"17235",4961231,1,1,1,46,8,612.690649074336
"17236",4961231,1,2,2,41,8,612.690649074336
"17237",4961231,1,3,1,25,11,612.690649074336
"17238",4961232,1,1,1,28,10,577.237577297499
"17239",4961232,1,2,2,25,10,577.237577297499
"17240",4961232,1,5,2,60,5,577.237577297499
"17241",4961233,1,1,2,38,5,585.594091390673
"17242",4961233,1,2,1,34,1,585.594091390673
"17243",4961233,1,3,1,16,7,585.594091390673
"17244",4961234,1,1,2,64,2,532.631028266815
"17245",4961234,1,2,1,38,4,532.631028266815
"17246",4961234,1,3,2,37,6,532.631028266815
"17247",4961234,1,6,2,19,5,532.631028266815
"17248",4961234,1,7,1,62,NA,532.631028266815
"17249",4961235,1,1,1,51,11,553.504814143509
"17250",4961235,1,2,2,32,4,553.504814143509
"17251",4961235,1,3,2,12,5,553.504814143509
"17252",4961236,1,1,1,24,11,643.803492872994
"17253",4961236,1,2,2,30,14,643.803492872994
"17254",4961236,1,5,1,25,16,643.803492872994
"17255",4961236,1,6,1,12,6,643.803492872994
"17256",4961237,1,1,1,30,11,582.580618597147
"17257",4961237,1,2,2,43,6,582.580618597147
"17258",4961237,1,3,2,16,8,582.580618597147
"17259",4961238,1,1,2,70,7,324.291298318334
"17260",4961238,1,2,2,51,5,324.291298318334
"17261",4961238,1,3,2,27,16,324.291298318334
"17262",4961238,1,4,2,21,14,324.291298318334
"17263",4961238,1,5,2,19,12,324.291298318334
"17264",4961238,1,6,2,17,11,324.291298318334
"17265",4961239,1,1,1,62,5,587.357194710589
"17266",4961239,1,2,2,59,11,587.357194710589
"17267",4961239,1,3,2,37,11,587.357194710589
"17268",4961239,1,4,2,35,16,587.357194710589
"17269",4961239,1,5,1,33,11,587.357194710589
"17270",4961239,1,6,1,29,11,587.357194710589
"17271",4961239,1,7,1,22,14,587.357194710589
"17272",4961240,1,1,2,48,5,601.32200747241
"17273",4961240,1,2,1,19,11,601.32200747241
"17274",4961240,1,3,1,16,9,601.32200747241
"17275",4961240,1,4,1,45,5,601.32200747241
"17276",4961241,1,1,1,55,11,570.353803532499
"17277",4961241,1,2,2,51,5,570.353803532499
"17278",4961242,1,1,1,28,11,585.594091390673
"17279",4961242,1,2,2,35,11,585.594091390673
"17280",4961242,1,3,1,15,5,585.594091390673
"17281",4961243,1,1,1,62,0,584.590101067825
"17282",4961243,1,2,1,55,7,584.590101067825
"17283",4961243,1,3,2,46,4,584.590101067825
"17284",4961244,1,1,1,42,7,589.250044944694
"17285",4961244,1,2,2,39,5,589.250044944694
"17286",4961245,1,1,2,55,11,502.427267882427
"17287",4961246,1,1,1,55,13,569.72035844881
"17288",4961246,1,2,2,49,14,569.72035844881
"17289",4961246,1,3,2,22,15,569.72035844881
"17290",4961246,1,4,1,21,14,569.72035844881
"17291",4961247,1,1,1,46,11,579.558110126815
"17292",4961247,1,2,2,28,11,579.558110126815
"17293",4961248,1,1,2,29,14,612.690649074336
"17294",4961248,1,2,1,31,5,612.690649074336
"17295",4961248,1,4,1,31,11,612.690649074336
"17296",4961250,1,1,2,24,3,644.273255118014
"17297",4961250,1,5,2,21,6,644.273255118014
"17298",4961250,1,6,1,21,11,644.273255118014
"17299",4961251,1,1,2,44,6,634.754038815609
"17300",4961251,1,2,1,27,11,634.754038815609
"17301",4961251,1,3,2,21,11,634.754038815609
"17302",4961252,1,1,1,42,16,590.053759877726
"17303",4961253,1,1,1,88,11,571.157518465531
"17304",4961254,1,1,1,31,8,467.025025446059
"17305",4961254,1,2,2,24,16,467.025025446059
"17306",4961254,1,4,2,59,5,467.025025446059
"17307",4961255,1,1,2,62,6,583.273558561357
"17308",4961255,1,2,2,35,16,583.273558561357
"17309",4961255,1,3,1,34,14,583.273558561357
"17310",4961255,1,4,1,16,8,583.273558561357
"17311",4961256,1,1,1,38,13,631.731530345277
"17312",4961256,1,2,2,34,16,631.731530345277
"17313",4961257,1,1,1,58,11,678.416092403966
"17314",4961257,1,2,1,23,11,678.416092403966
"17315",4961257,1,3,2,35,15,678.416092403966
"17316",4961257,1,7,2,55,11,678.416092403966
"17317",4961258,1,1,1,73,11,457.820718851743
"17318",4961258,1,2,2,55,11,457.820718851743
"17319",4961258,1,3,2,15,9,457.820718851743
"17320",4961259,1,1,1,62,5,645.164112947571
"17321",4961259,1,2,2,52,2,645.164112947571
"17322",4961259,1,3,1,30,12,645.164112947571
"17323",4961259,1,4,2,34,11,645.164112947571
"17324",4961260,1,1,2,55,11,569.934705866262
"17325",4961260,1,2,2,31,6,569.934705866262
"17326",4961260,1,3,1,34,5,569.934705866262
"17327",4961260,1,4,2,13,6,569.934705866262
"17328",4961260,1,6,1,13,1,569.934705866262
"17329",4961260,1,7,2,15,5,569.934705866262
"17330",4961261,1,1,1,46,2,590.053759877726
"17331",4961262,1,1,1,68,4,515.85985048472
"17332",4961262,1,2,2,58,9,515.85985048472
"17333",4961262,1,3,2,32,13,515.85985048472
"17334",4961263,1,1,2,45,11,485.800649348001
"17335",4961263,1,2,1,45,11,485.800649348001
"17336",4961263,1,3,2,19,12,485.800649348001
"17337",4961263,1,4,2,13,8,485.800649348001
"17338",4961263,1,5,1,61,11,485.800649348001
"17339",4961264,1,1,1,68,10,582.928643312795
"17340",4961264,1,2,2,69,9,582.928643312795
"17341",4961264,1,3,1,48,11,582.928643312795
"17342",4961264,1,4,1,47,16,582.928643312795
"17343",4961265,1,1,1,38,16,631.731530345277
"17344",4961265,1,2,2,37,16,631.731530345277
"17345",4961266,1,1,1,50,5,1246.37259765049
"17346",4961266,1,2,1,26,11,1246.37259765049
"17347",4961267,1,1,2,55,16,502.427267882427
"17348",4961268,1,1,2,48,16,1112.23501199435
"17349",4961269,1,1,2,45,13,513.695515477111
"17350",4961269,1,2,1,24,16,513.695515477111
"17351",4961269,1,3,1,19,11,513.695515477111
"17352",4961269,1,4,2,67,6,513.695515477111
"17353",4961270,1,1,2,24,8,878.471055596372
"17354",4961270,1,2,2,20,9,878.471055596372
"17355",4961271,1,1,1,25,6,1269.50807763122
"17356",4961271,1,2,2,21,13,1269.50807763122
"17357",4961271,1,4,2,43,13,1269.50807763122
"17358",4961272,1,1,1,34,16,587.73322704841
"17359",4961272,1,2,2,61,9,587.73322704841
"17360",4961273,1,1,1,25,13,1294.91889285403
"17361",4961273,1,2,2,28,11,1294.91889285403
"17362",4961273,1,4,1,17,8,1294.91889285403
"17363",4961274,1,1,1,26,8,1059.20696689131
"17364",4961274,1,2,2,35,6,1059.20696689131
"17365",4961274,1,3,2,22,13,1059.20696689131
"17366",4961274,1,4,2,26,11,1059.20696689131
"17367",4961275,1,1,2,28,9,1071.85984285677
"17368",4961275,1,4,2,50,9,1071.85984285677
"17369",4961276,1,1,1,21,11,1150.05832944356
"17370",4961276,1,2,1,20,5,1150.05832944356
"17371",4961276,1,3,1,23,4,1150.05832944356
"17372",4961277,1,1,1,45,13,520.715263560805
"17373",4961277,1,2,2,34,16,520.715263560805
"17374",4961277,1,3,2,22,11,520.715263560805
"17375",4961279,1,1,2,24,11,988.844841620349
"17376",4961279,1,3,1,20,11,988.844841620349
"17377",4961280,1,1,1,62,11,535.653536737147
"17378",4961280,1,2,2,56,9,535.653536737147
"17379",4961280,1,3,2,18,11,535.653536737147
"17380",4961280,1,4,1,34,11,535.653536737147
"17381",4961280,1,5,2,24,11,535.653536737147
"17382",4961280,1,7,2,25,11,535.653536737147
"17383",4961281,1,1,2,55,5,449.620402580275
"17384",4961281,1,2,1,16,8,449.620402580275
"17385",4961281,1,3,2,15,6,449.620402580275
"17386",4961282,1,1,2,54,7,613.762739313787
"17387",4961282,1,2,2,24,0,613.762739313787
"17388",4961282,1,3,2,26,11,613.762739313787
"17389",4961282,1,6,1,50,4,613.762739313787
"17390",4961282,1,7,2,30,11,613.762739313787
"17391",4961283,1,1,1,29,13,579.558110126815
"17392",4961283,1,2,2,29,13,579.558110126815
"17393",4961284,1,1,1,25,11,641.423465163157
"17394",4961284,1,2,2,26,13,641.423465163157
"17395",4961285,1,1,1,56,9,516.663565417753
"17396",4961285,1,2,2,56,8,516.663565417753
"17397",4961286,1,1,1,32,11,622.382583892215
"17398",4961286,1,2,2,52,11,622.382583892215
"17399",4961286,1,3,1,27,16,622.382583892215
"17400",4961287,1,1,2,29,11,646.655731493983
"17401",4961287,1,2,1,13,7,646.655731493983
"17402",4961287,2,1,1,27,11,646.655731493983
"17403",4961287,2,2,2,35,11,646.655731493983
"17404",4961288,1,1,2,79,3,433.491254810843
"17405",4961288,1,2,2,44,16,433.491254810843
"17406",4961288,1,3,2,56,12,433.491254810843
"17407",4961288,1,4,1,26,11,433.491254810843
"17408",4961288,1,5,1,22,13,433.491254810843
"17409",4961288,1,6,2,20,11,433.491254810843
"17410",4961288,1,7,1,18,11,433.491254810843
"17411",4961290,1,1,1,55,11,516.663565417753
"17412",4961290,1,2,2,55,7,516.663565417753
"17413",4961291,1,1,1,43,11,641.423465163157
"17414",4961291,1,2,2,37,11,641.423465163157
"17415",4961292,1,1,2,32,11,585.594091390673
"17416",4961292,1,2,1,31,11,585.594091390673
"17417",4961292,1,3,1,13,7,585.594091390673
"17418",4961293,1,1,2,61,11,447.933314834648
"17419",4961293,1,2,2,90,5,447.933314834648
"17420",4961294,1,1,1,59,9,548.992389432242
"17421",4961294,1,2,2,59,11,548.992389432242
"17422",4961294,1,3,1,27,16,548.992389432242
"17423",4961294,1,4,2,25,12,548.992389432242
"17424",4961295,1,1,1,50,6,557.392981093525
"17425",4961295,1,2,2,50,9,557.392981093525
"17426",4961295,1,3,1,26,11,557.392981093525
"17427",4961295,1,4,2,25,11,557.392981093525
"17428",4961295,1,6,2,88,0,557.392981093525
"17429",4961296,1,1,2,68,5,605.970393386319
"17430",4961296,1,2,2,29,12,605.970393386319
"17431",4961297,1,1,1,85,5,620.206690921645
"17432",4961297,1,2,2,79,5,620.206690921645
"17433",4961297,1,3,2,31,11,620.206690921645
"17434",4961299,1,1,2,39,10,595.286026208552
"17435",4961299,1,2,1,42,16,595.286026208552
"17436",4961299,1,3,1,14,7,595.286026208552
"17437",4961300,1,1,1,25,13,583.384333530179
"17438",4961300,1,2,2,24,16,583.384333530179
"17439",4961301,1,1,1,50,7,601.32200747241
"17440",4961301,1,2,2,47,11,601.32200747241
"17441",4961301,1,3,1,17,9,601.32200747241
"17442",4961301,1,4,1,14,7,601.32200747241
"17443",4961302,1,1,1,39,13,585.594091390673
"17444",4961302,1,2,2,34,11,585.594091390673
"17445",4961302,1,3,1,12,5,585.594091390673
"17446",4961304,1,1,2,65,4,506.85581928022
"17447",4961304,1,2,2,41,13,506.85581928022
"17448",4961304,1,3,2,38,17,506.85581928022
"17449",4961304,1,4,1,17,11,506.85581928022
"17450",4961305,1,1,1,46,13,575.902156572794
"17451",4961305,1,2,2,48,13,575.902156572794
"17452",4961305,1,3,1,13,8,575.902156572794
"17453",4961307,1,1,1,40,11,1282.84693032631
"17454",4961307,1,2,2,31,13,1282.84693032631
"17455",4961308,1,1,1,46,11,1159.11622025363
"17456",4961308,1,2,2,39,11,1159.11622025363
"17457",4961309,1,1,1,62,11,596.706141163651
"17458",4961309,1,2,2,60,2,596.706141163651
"17459",4961309,1,3,1,36,15,596.706141163651
"17460",4961309,1,4,2,30,14,596.706141163651
"17461",4961309,1,6,2,34,14,596.706141163651
"17462",4961309,1,7,1,12,6,596.706141163651
"17463",4961310,1,1,1,60,11,1128.0648038012
"17464",4961310,1,2,2,57,14,1128.0648038012
"17465",4961310,1,3,1,25,14,1128.0648038012
"17466",4961310,1,4,1,58,11,1128.0648038012
"17467",4961311,1,1,1,43,11,692.793170448587
"17468",4961311,1,2,2,30,11,692.793170448587
"17469",4961311,1,5,2,51,5,692.793170448587
"17470",4961312,1,1,1,27,13,591.630072654531
"17471",4961312,1,2,2,29,14,591.630072654531
"17472",4961312,1,3,1,14,7,591.630072654531
"17473",4961312,1,4,1,12,5,591.630072654531
"17474",4961313,1,1,1,71,6,1170.78763200171
"17475",4961313,1,2,1,72,5,1170.78763200171
"17476",4961314,1,1,1,66,5,545.33643587822
"17477",4961314,1,2,2,64,6,545.33643587822
"17478",4961314,1,3,1,39,13,545.33643587822
"17479",4961314,1,4,2,36,14,545.33643587822
"17480",4961314,1,5,1,12,5,545.33643587822
"17481",4961315,1,1,2,55,11,476.716960263938
"17482",4961315,1,2,1,26,15,476.716960263938
"17483",4961315,1,3,2,22,15,476.716960263938
"17484",4961316,1,1,1,60,16,501.81902214861
"17485",4961316,1,2,2,18,10,501.81902214861
"17486",4961316,1,3,2,28,16,501.81902214861
"17487",4961317,1,1,1,24,11,504.114355628054
"17488",4961317,1,2,2,22,12,504.114355628054
"17489",4961318,1,1,2,30,16,579.558110126815
"17490",4961318,1,2,1,35,16,579.558110126815
"17491",4961319,1,1,2,38,11,598.598991397756
"17492",4961320,1,1,1,31,11,569.866175308936
"17493",4961320,1,2,2,29,13,569.866175308936
"17494",4961321,1,1,1,36,6,726.72942432914
"17495",4961321,1,2,2,34,13,726.72942432914
"17496",4961321,1,5,1,33,3,726.72942432914
"17497",4961322,1,1,1,45,11,589.250044944694
"17498",4961322,1,2,2,33,11,589.250044944694
"17499",4961323,1,1,1,36,13,693.596885381619
"17500",4961323,1,2,2,36,13,693.596885381619
"17501",4961324,1,1,2,39,17,556.117505997173
"17502",4961325,1,1,2,64,3,492.735333064547
"17503",4961326,1,1,1,57,19,549.796104365274
"17504",4961326,1,2,2,55,16,549.796104365274
"17505",4961326,1,3,1,26,16,549.796104365274
"17506",4961327,1,1,1,33,17,590.053759877726
"17507",4961328,1,1,1,77,5,571.157518465531
"17508",4961330,1,1,1,49,20,595.286026208552
"17509",4961330,1,2,2,51,18,595.286026208552
"17510",4961330,1,3,1,17,11,595.286026208552
"17511",4961331,1,1,1,42,13,1269.50807763122
"17512",4961331,1,2,2,28,8,1269.50807763122
"17513",4961331,1,5,2,14,6,1269.50807763122
"17514",4961332,1,1,1,34,19,589.250044944694
"17515",4961332,1,2,2,29,16,589.250044944694
"17516",4961334,1,1,1,38,22,590.053759877726
"17517",4961338,1,1,2,68,5,458.688223604095
"17518",4961338,1,2,1,42,11,458.688223604095
"17519",4961338,1,3,2,45,11,458.688223604095
"17520",4961338,1,4,2,13,7,458.688223604095
"17521",4961338,1,6,2,49,9,458.688223604095
"17522",4961338,1,7,1,27,7,458.688223604095
"17523",4961338,1,8,1,24,11,458.688223604095
"17524",4961338,1,9,2,12,5,458.688223604095
"17525",4961338,1,10,1,29,11,458.688223604095
"17526",4961338,1,11,2,27,11,458.688223604095
"17527",4961339,1,1,2,73,5,502.427267882427
"17528",4961340,1,1,1,25,16,589.250044944694
"17529",4961340,1,2,2,25,16,589.250044944694
"17530",4964328,1,1,1,67,16,522.699546681611
"17531",4964328,1,2,2,56,11,522.699546681611
"17532",4964328,1,3,1,15,0,522.699546681611
"17533",4964329,1,1,2,66,6,495.757841534879
"17534",4964329,1,2,2,17,10,495.757841534879
"17535",4964330,1,1,2,48,8,403.029570428786
"17536",4964330,1,2,2,21,3,403.029570428786
"17537",4964330,1,3,2,15,9,403.029570428786
"17538",4964330,1,4,1,26,12,403.029570428786
"17539",4964330,1,5,2,21,11,403.029570428786
"17540",4964331,1,1,1,64,3,516.663565417753
"17541",4964331,1,2,2,60,5,516.663565417753
"17542",4964332,1,1,2,90,11,334.59651522086
"17543",4964332,1,2,2,63,11,334.59651522086
"17544",4964332,1,3,2,58,11,334.59651522086
"17545",4964332,1,4,2,17,11,334.59651522086
"17546",4964333,1,1,1,60,11,516.663565417753
"17547",4964333,1,2,2,58,11,516.663565417753
"17548",4964334,1,1,2,70,10,501.623552949394
"17549",4964334,1,2,2,41,16,501.623552949394
"17550",4965286,1,1,1,53,11,586.929512115378
"17551",4965286,1,2,2,45,11,586.929512115378
"17552",4965286,1,4,2,86,3,586.929512115378
"17553",4965287,1,1,2,55,11,522.699546681611
