"","directorio","secuencia_p","orden","p6020","p6040","esc","fex_c_2011"
"17554",4965287,1,2,1,58,9,522.699546681611
"17555",4965287,1,3,1,21,11,522.699546681611
"17556",4965288,1,1,1,33,13,693.596885381619
"17557",4965288,1,2,2,33,13,693.596885381619
"17558",4965289,1,1,1,52,11,542.479160906401
"17559",4965289,1,2,2,49,11,542.479160906401
"17560",4965289,1,3,1,24,14,542.479160906401
"17561",4965289,1,4,1,21,13,542.479160906401
"17562",4965289,1,5,2,18,11,542.479160906401
"17563",4965290,1,1,1,30,8,480.262138849137
"17564",4965290,1,2,2,30,16,480.262138849137
"17565",4965290,1,3,2,60,5,480.262138849137
"17566",4965290,1,4,2,81,0,480.262138849137
"17567",4965291,1,1,1,24,15,504.114355628054
"17568",4965291,1,2,2,20,15,504.114355628054
"17569",4965292,1,1,2,73,6,476.716960263938
"17570",4965292,1,2,1,41,9,476.716960263938
"17571",4965292,1,3,2,17,10,476.716960263938
"17572",4965293,1,1,2,77,11,442.780706383385
"17573",4965293,1,2,2,40,11,442.780706383385
"17574",4965293,1,3,2,16,10,442.780706383385
"17575",4965294,1,1,1,73,17,571.157518465531
"17576",4965295,1,1,2,92,5,447.933314834648
"17577",4965295,1,2,2,71,5,447.933314834648
"17578",4965296,1,1,2,51,12,635.830583806921
"17579",4965296,1,2,1,27,13,635.830583806921
"17580",4965296,1,3,1,24,6,635.830583806921
"17581",4965296,1,4,1,15,9,635.830583806921
"17582",4965296,1,5,1,71,13,635.830583806921
"17583",4965296,1,6,1,15,9,635.830583806921
"17584",4965296,1,7,1,58,9,635.830583806921
"17585",4965297,1,1,1,28,14,535.559806829948
"17586",4965297,1,2,2,55,8,535.559806829948
"17587",4965298,1,1,2,19,13,498.078374364196
"17588",4965299,1,1,1,58,16,571.157518465531
"17589",4965300,1,1,1,46,16,530.407198378685
"17590",4965300,1,2,2,44,14,530.407198378685
"17591",4965300,1,3,2,16,10,530.407198378685
"17592",4965301,1,1,2,52,14,438.431812865154
"17593",4965301,1,2,2,22,14,438.431812865154
"17594",4965301,1,3,2,17,10,438.431812865154
"17595",4965302,1,1,1,48,11,590.053759877726
"17596",4965303,1,1,1,26,11,590.053759877726
"17597",4966822,1,1,1,76,16,516.663565417753
"17598",4966822,1,2,2,64,16,516.663565417753
"17599",4966823,1,1,1,73,5,516.663565417753
"17600",4966823,1,2,2,65,11,516.663565417753
"17601",4966824,1,1,1,54,19,589.250044944694
"17602",4966824,1,2,2,50,14,589.250044944694
"17603",4966825,1,1,2,57,16,502.427267882427
"17604",4966826,1,1,2,54,11,583.986661524609
"17605",4966826,1,2,2,31,13,583.986661524609
"17606",4966826,1,3,1,18,11,583.986661524609
"17607",4966826,1,4,2,34,14,583.986661524609
"17608",4966826,1,6,1,28,11,583.986661524609
"17609",4966827,1,1,1,62,16,548.18867449921
"17610",4966827,1,2,2,62,11,548.18867449921
"17611",4966827,1,3,2,33,17,548.18867449921
"17612",4966827,1,4,1,31,16,548.18867449921
"17613",4966827,1,5,2,26,15,548.18867449921
"17614",4966828,1,1,1,59,18,516.663565417753
"17615",4966828,1,2,2,83,11,516.663565417753
"17616",4966829,1,1,2,58,16,516.663565417753
"17617",4966829,1,2,1,63,18,516.663565417753
"17618",4966830,1,1,2,43,16,579.558110126815
"17619",4966830,1,2,1,43,17,579.558110126815
"17620",4966831,1,1,1,66,19,521.895831748579
"17621",4966831,1,2,2,59,16,521.895831748579
"17622",4966831,1,3,2,30,16,521.895831748579
"17623",4966831,1,4,1,23,15,521.895831748579
"17624",4966832,1,1,2,34,16,579.558110126815
"17625",4966832,1,2,1,39,18,579.558110126815
"17626",4966833,1,1,1,23,12,504.114355628054
"17627",4966833,1,2,2,17,11,504.114355628054
"17628",4966835,1,1,1,56,13,534.147846163099
"17629",4966835,1,2,2,53,13,534.147846163099
"17630",4966835,1,3,1,27,16,534.147846163099
"17631",4966835,1,4,2,22,16,534.147846163099
"17632",4966835,1,5,2,31,16,534.147846163099
"17633",4966836,1,1,2,45,16,448.816687647243
"17634",4966836,1,2,1,18,12,448.816687647243
"17635",4966836,1,3,2,15,8,448.816687647243
"17636",4966836,1,4,2,66,14,448.816687647243
"17637",4966838,1,1,1,54,16,622.382583892215
"17638",4966838,1,2,2,52,16,622.382583892215
"17639",4966838,1,3,1,51,11,622.382583892215
"17640",4966839,1,1,1,26,13,534.756091896916
"17641",4966839,1,2,2,26,16,534.756091896916
"17642",4966839,1,3,2,57,13,534.756091896916
"17643",4966840,1,1,1,58,12,603.48634248002
"17644",4966840,1,2,2,54,11,603.48634248002
"17645",4966840,1,3,1,29,11,603.48634248002
"17646",4966841,1,1,1,65,16,517.546938230348
"17647",4966841,1,2,2,53,11,517.546938230348
"17648",4966841,1,3,1,23,15,517.546938230348
"17649",4966841,1,4,2,21,11,517.546938230348
"17650",4966842,1,1,1,33,14,622.382583892215
"17651",4966842,1,2,2,27,11,622.382583892215
"17652",4966842,1,3,1,45,16,622.382583892215
"17653",4966843,1,1,1,36,11,634.754038815609
"17654",4966843,1,2,2,33,11,634.754038815609
"17655",4966843,1,3,2,14,9,634.754038815609
"17656",4966844,1,1,1,30,16,582.580618597147
"17657",4966844,1,2,2,29,16,582.580618597147
"17658",4966844,1,4,2,23,14,582.580618597147
"17659",4966845,1,1,1,43,16,641.423465163157
"17660",4966845,1,2,2,28,14,641.423465163157
"17661",4966846,1,1,1,54,10,594.652581124863
"17662",4966846,1,2,2,43,11,594.652581124863
"17663",4966846,1,3,1,23,12,594.652581124863
"17664",4966846,1,4,2,19,11,594.652581124863
"17665",4966846,1,5,1,15,9,594.652581124863
"17666",4966847,1,1,1,23,11,504.114355628054
"17667",4966847,1,2,2,20,11,504.114355628054
"17668",4966848,1,1,1,61,16,582.928643312795
"17669",4966848,1,2,2,57,10,582.928643312795
"17670",4966848,1,3,1,49,11,582.928643312795
"17671",4966848,1,4,1,35,13,582.928643312795
"17672",4966849,1,1,1,38,11,589.250044944694
"17673",4966849,1,2,2,48,0,589.250044944694
"17674",4966850,1,1,2,60,9,544.105038349978
"17675",4966850,1,2,2,27,12,544.105038349978
"17676",4966851,1,1,2,62,5,514.499230410143
"17677",4966851,1,2,1,19,11,514.499230410143
"17678",4966851,1,3,1,17,11,514.499230410143
"17679",4966852,1,1,1,61,4,522.699546681611
"17680",4966852,1,2,2,55,11,522.699546681611
"17681",4966852,1,3,1,23,11,522.699546681611
"17682",4966853,1,1,1,43,11,622.039595527398
"17683",4966853,1,2,2,30,11,622.039595527398
"17684",4966854,1,1,2,76,0,520.535211674001
"17685",4966854,1,2,1,24,11,520.535211674001
"17686",4966854,1,3,1,19,11,520.535211674001
"17687",4966854,1,4,1,18,2,520.535211674001
"17688",4966855,1,1,1,61,8,516.663565417753
"17689",4966855,1,2,2,66,11,516.663565417753
"17690",4966856,1,1,2,51,0,529.618900758064
"17691",4966856,1,2,1,60,5,529.618900758064
"17692",4966856,1,3,1,24,11,529.618900758064
"17693",4966856,1,4,1,20,11,529.618900758064
"17694",4966856,1,5,1,18,5,529.618900758064
"17695",4966856,1,6,2,14,9,529.618900758064
"17696",4966857,1,1,2,59,7,544.90875328301
"17697",4966858,1,1,2,65,7,521.895831748579
"17698",4966858,1,2,2,41,14,521.895831748579
"17699",4966858,1,3,1,19,12,521.895831748579
"17700",4966858,1,4,1,61,6,521.895831748579
"17701",4966859,1,1,1,60,3,650.855178962867
"17702",4966859,1,2,1,27,13,650.855178962867
"17703",4966859,1,3,2,49,9,650.855178962867
"17704",4966859,2,1,1,62,7,650.855178962867
"17705",4966859,3,1,1,29,13,650.855178962867
"17706",4966860,1,1,1,45,17,589.250044944694
"17707",4966860,1,2,2,29,15,589.250044944694
"17708",4966861,1,1,1,99,5,549.796104365274
"17709",4966861,1,2,2,81,5,549.796104365274
"17710",4966861,1,3,1,46,8,549.796104365274
"17711",4966862,1,1,1,55,5,560.66186871462
"17712",4966862,1,2,2,53,5,560.66186871462
"17713",4966863,1,1,1,60,14,662.971219058693
"17714",4966863,1,2,2,55,5,662.971219058693
"17715",4966863,1,3,1,31,11,662.971219058693
"17716",4966863,1,4,1,24,11,662.971219058693
"17717",4966863,1,5,1,36,11,662.971219058693
"17718",4966863,1,6,2,30,16,662.971219058693
"17719",4966863,1,8,2,29,11,662.971219058693
"17720",4966863,1,9,1,31,11,662.971219058693
"17721",4966864,1,1,1,42,11,536.443179642543
"17722",4966864,1,2,2,41,16,536.443179642543
"17723",4966864,1,3,2,20,15,536.443179642543
"17724",4966864,1,4,1,13,7,536.443179642543
"17725",4966865,1,1,1,38,11,523.737772031138
"17726",4966865,1,2,2,38,11,523.737772031138
"17727",4966865,1,3,2,14,7,523.737772031138
"17728",4966865,1,4,2,13,6,523.737772031138
"17729",4966867,1,1,1,32,11,631.731530345277
"17730",4966867,1,2,2,31,11,631.731530345277
"17731",4966868,1,1,1,81,5,591.473874832825
"17732",4966868,1,2,2,76,5,591.473874832825
"17733",4966868,1,3,2,27,11,591.473874832825
"17734",4966868,1,4,1,33,14,591.473874832825
"17735",4966869,1,1,2,75,5,628.287997324963
"17736",4966869,1,2,1,52,5,628.287997324963
"17737",4966869,1,3,1,50,2,628.287997324963
"17738",4966869,1,4,1,45,11,628.287997324963
"17739",4966869,1,5,1,29,14,628.287997324963
"17740",4966869,1,6,2,20,10,628.287997324963
"17741",4966870,1,1,2,55,11,455.656383844133
"17742",4966870,1,2,1,18,10,455.656383844133
"17743",4966870,1,3,1,24,16,455.656383844133
"17744",4966870,1,4,2,23,14,455.656383844133
"17745",4966871,1,1,2,48,5,530.407198378685
"17746",4966871,1,2,2,22,13,530.407198378685
"17747",4966871,1,3,1,25,11,530.407198378685
"17748",4966872,1,1,1,48,14,595.286026208552
"17749",4966872,1,2,2,45,14,595.286026208552
"17750",4966872,1,3,1,18,11,595.286026208552
"17751",4966873,1,1,1,55,13,603.48634248002
"17752",4966873,1,2,2,54,7,603.48634248002
"17753",4966873,1,3,1,32,14,603.48634248002
"17754",4966874,1,1,2,40,11,638.489199501362
"17755",4966874,1,2,1,38,11,638.489199501362
"17756",4966874,1,3,1,16,10,638.489199501362
"17757",4966874,1,4,2,42,2,638.489199501362
"17758",4966874,1,5,1,44,5,638.489199501362
"17759",4966874,1,6,1,23,7,638.489199501362
"17760",4966874,1,7,2,23,11,638.489199501362
"17761",4966874,1,9,2,37,5,638.489199501362
"17762",4966874,1,10,1,38,3,638.489199501362
"17763",4966874,1,12,2,32,6,638.489199501362
"17764",4966874,1,13,1,15,4,638.489199501362
"17765",4966874,1,14,2,14,6,638.489199501362
"17766",4966875,1,1,2,61,2,582.585654947977
"17767",4966875,1,2,1,34,9,582.585654947977
"17768",4966875,1,6,1,56,11,582.585654947977
"17769",4966876,1,1,2,70,0,580.764308305185
"17770",4966876,1,2,1,36,0,580.764308305185
"17771",4966876,1,3,1,16,6,580.764308305185
"17772",4966876,1,4,1,40,0,580.764308305185
"17773",4966876,1,5,1,15,7,580.764308305185
"17774",4966877,1,1,1,69,4,602.86282761008
"17775",4966877,1,2,2,50,11,602.86282761008
"17776",4966877,1,3,1,24,11,602.86282761008
"17777",4966877,1,4,1,21,11,602.86282761008
"17778",4966877,1,6,2,16,7,602.86282761008
"17779",4966877,1,7,1,21,8,602.86282761008
"17780",4966877,1,8,2,45,6,602.86282761008
"17781",4966877,1,9,1,16,0,602.86282761008
"17782",4966877,1,10,1,12,2,602.86282761008
"17783",4966877,1,11,2,17,9,602.86282761008
"17784",4966877,1,12,1,18,11,602.86282761008
"17785",4966877,1,14,1,20,8,602.86282761008
"17786",4966877,1,15,1,41,0,602.86282761008
"17787",4966877,1,16,1,40,11,602.86282761008
"17788",4966878,1,1,1,52,8,601.32200747241
"17789",4966878,1,2,2,34,5,601.32200747241
"17790",4966878,1,3,1,17,11,601.32200747241
"17791",4966878,1,4,1,16,9,601.32200747241
"17792",4966879,1,1,1,36,11,520.715263560805
"17793",4966879,1,2,2,41,11,520.715263560805
"17794",4966879,1,3,2,16,11,520.715263560805
"17795",4966880,1,1,1,25,11,531.210913311717
"17796",4966880,1,2,2,23,9,531.210913311717
"17797",4966881,1,1,2,63,5,472.950231741094
"17798",4966881,1,2,1,49,5,472.950231741094
"17799",4966881,1,3,1,17,9,472.950231741094
"17800",4966881,1,4,2,56,3,472.950231741094
"17801",4966881,1,5,2,30,11,472.950231741094
"17802",4966881,1,6,1,24,5,472.950231741094
"17803",4966882,1,1,1,41,5,501.040937206175
"17804",4966882,1,2,2,37,8,501.040937206175
"17805",4966882,1,3,1,18,10,501.040937206175
"17806",4966882,1,4,2,17,10,501.040937206175
"17807",4966882,1,5,2,14,8,501.040937206175
"17808",4966882,1,7,1,42,5,501.040937206175
"17809",4966883,1,1,1,45,5,577.237577297499
"17810",4966883,1,2,2,37,11,577.237577297499
"17811",4966883,1,5,2,80,0,577.237577297499
"17812",4966884,1,1,1,26,11,583.384333530179
"17813",4966884,1,2,2,23,11,583.384333530179
"17814",4966885,1,1,1,38,1,647.459446427015
"17815",4966885,1,2,2,39,11,647.459446427015
"17816",4966885,1,3,1,16,10,647.459446427015
"17817",4966886,1,1,1,73,3,312.719478626236
"17818",4966886,1,2,2,67,5,312.719478626236
"17819",4966886,1,3,2,37,11,312.719478626236
"17820",4966886,1,4,1,13,7,312.719478626236
"17821",4966886,1,6,2,32,11,312.719478626236
"17822",4966887,1,1,1,29,11,320.711732581578
"17823",4966887,1,2,2,26,11,320.711732581578
"17824",4966888,1,1,1,48,6,294.625022472347
"17825",4966888,1,2,2,47,7,294.625022472347
"17826",4966889,1,1,1,30,16,520.715263560805
"17827",4966889,1,2,2,33,16,520.715263560805
"17828",4966889,1,3,2,14,8,520.715263560805
"17829",4966890,1,1,2,53,16,555.313791064141
"17830",4966890,1,2,2,48,11,555.313791064141
"17831",4966891,1,1,1,52,0,260.829065626961
"17832",4966891,1,2,2,41,8,260.829065626961
"17833",4966891,1,3,1,23,11,260.829065626961
"17834",4966891,1,4,2,20,11,260.829065626961
"17835",4966891,1,5,1,17,7,260.829065626961
"17836",4966891,1,6,1,14,5,260.829065626961
"17837",4966891,1,9,2,28,11,260.829065626961
"17838",4966891,1,10,2,16,7,260.829065626961
"17839",4966892,1,1,1,27,11,590.053759877726
"17840",4966893,1,1,1,66,5,302.145028706526
"17841",4966893,1,2,1,34,5,302.145028706526
"17842",4966894,1,1,1,42,16,601.32200747241
"17843",4966894,1,2,2,44,16,601.32200747241
"17844",4966894,1,3,1,20,11,601.32200747241
"17845",4966894,1,4,1,14,7,601.32200747241
"17846",4966895,1,1,2,36,13,536.733636361415
"17847",4966896,1,1,2,39,11,438.431812865154
"17848",4966896,1,2,2,12,6,438.431812865154
"17849",4966896,1,3,2,13,7,438.431812865154
"17850",4966897,1,1,1,82,4,622.62295157646
"17851",4966897,1,2,2,77,3,622.62295157646
"17852",4966897,1,3,2,50,11,622.62295157646
"17853",4966897,1,4,2,48,11,622.62295157646
"17854",4966897,1,5,1,54,11,622.62295157646
"17855",4966897,1,6,2,50,5,622.62295157646
"17856",4966897,1,7,2,54,11,622.62295157646
"17857",4966897,1,8,1,56,13,622.62295157646
"17858",4966897,1,9,1,28,16,622.62295157646
"17859",4966897,1,10,1,24,13,622.62295157646
"17860",4966897,1,11,2,32,11,622.62295157646
"17861",4966897,1,12,1,41,11,622.62295157646
"17862",4966898,1,1,2,54,7,294.625022472347
"17863",4966898,1,2,1,27,11,294.625022472347
"17864",4966899,1,1,1,39,11,283.944315422218
"17865",4966899,1,2,2,72,5,283.944315422218
"17866",4966899,1,3,1,36,0,283.944315422218
"17867",4966899,1,4,2,32,6,283.944315422218
"17868",4966900,1,1,1,43,5,536.443179642543
"17869",4966900,1,2,2,42,10,536.443179642543
"17870",4966900,1,3,1,18,10,536.443179642543
"17871",4966900,1,4,2,12,4,536.443179642543
"17872",4966901,1,1,1,50,11,692.793170448587
"17873",4966901,1,2,2,48,11,692.793170448587
"17874",4966901,1,3,2,28,16,692.793170448587
"17875",4966902,1,1,2,74,4,234.621909491679
"17876",4966902,1,2,1,45,11,234.621909491679
"17877",4966902,1,3,2,36,11,234.621909491679
"17878",4966902,1,5,2,19,11,234.621909491679
"17879",4966902,1,6,2,16,8,234.621909491679
"17880",4966903,1,1,2,79,4,633.494633665193
"17881",4966903,1,2,2,53,3,633.494633665193
"17882",4966903,1,3,1,57,7,633.494633665193
"17883",4966903,1,4,1,34,13,633.494633665193
"17884",4966903,1,5,1,27,13,633.494633665193
"17885",4966903,1,6,2,26,13,633.494633665193
"17886",4966904,1,1,1,42,11,637.767511609135
"17887",4966904,1,2,2,34,11,637.767511609135
"17888",4966904,1,3,1,16,9,637.767511609135
"17889",4966905,1,1,2,83,3,609.566401311988
"17890",4966905,1,2,2,50,11,609.566401311988
"17891",4966905,1,3,1,46,11,609.566401311988
"17892",4966905,1,4,1,30,15,609.566401311988
"17893",4966905,1,5,2,32,11,609.566401311988
"17894",4966906,1,1,1,41,8,615.713157544668
"17895",4966906,1,2,2,25,13,615.713157544668
"17896",4966906,1,4,2,21,12,615.713157544668
"17897",4966906,1,5,1,37,11,615.713157544668
"17898",4966907,1,1,1,50,16,601.32200747241
"17899",4966907,1,2,2,50,11,601.32200747241
"17900",4966907,1,3,1,21,14,601.32200747241
"17901",4966907,1,4,1,15,9,601.32200747241
"17902",4966908,1,1,1,25,13,589.250044944694
"17903",4966908,1,2,2,25,11,589.250044944694
"17904",4966909,1,1,1,24,13,556.287775846516
"17905",4966909,1,2,2,24,13,556.287775846516
"17906",4966910,1,1,1,34,13,511.827043675958
"17907",4966910,1,2,2,19,9,511.827043675958
"17908",4966911,1,1,2,18,9,504.114355628054
"17909",4966911,1,2,1,15,11,504.114355628054
"17910",4966912,1,1,2,35,11,438.431812865154
"17911",4966912,1,2,2,16,8,438.431812865154
"17912",4966912,1,3,2,14,5,438.431812865154
"17913",4966913,1,1,1,28,6,583.384333530179
"17914",4966913,1,2,2,23,8,583.384333530179
"17915",4966914,1,1,1,39,9,635.557753748641
"17916",4966914,1,2,2,24,11,635.557753748641
"17917",4966915,1,1,2,79,3,601.82488472499
"17918",4966915,1,2,1,43,11,601.82488472499
"17919",4966915,1,3,1,46,6,601.82488472499
"17920",4966915,1,4,1,29,5,601.82488472499
"17921",4966916,1,1,1,40,9,536.443179642543
"17922",4966916,1,2,2,39,11,536.443179642543
"17923",4966916,1,3,2,18,11,536.443179642543
"17924",4966916,1,4,1,16,9,536.443179642543
"17925",4966917,1,1,2,58,3,537.136119606752
"17926",4966917,1,2,1,34,3,537.136119606752
"17927",4966917,1,3,1,20,12,537.136119606752
"17928",4966917,1,4,2,35,5,537.136119606752
"17929",4966917,1,5,1,16,9,537.136119606752
"17930",4966918,1,1,1,50,14,536.443179642543
"17931",4966918,1,2,2,46,15,536.443179642543
"17932",4966918,1,3,2,16,10,536.443179642543
"17933",4966918,1,4,1,12,5,536.443179642543
"17934",4966919,1,1,1,25,11,590.053759877726
"17935",4966920,1,1,2,37,7,517.059310006784
"17936",4966920,1,2,1,40,6,517.059310006784
"17937",4966920,1,4,2,18,11,517.059310006784
"17938",4966920,1,5,1,20,11,517.059310006784
"17939",4966921,1,1,1,76,0,551.372417142078
"17940",4966921,1,2,2,65,2,551.372417142078
"17941",4966921,1,3,1,18,6,551.372417142078
"17942",4966921,1,4,2,39,11,551.372417142078
"17943",4966921,1,5,1,37,9,551.372417142078
"17944",4966921,1,6,1,13,5,551.372417142078
"17945",4966922,1,1,1,38,5,572.888683779268
"17946",4966922,1,2,2,36,9,572.888683779268
"17947",4966922,1,3,2,13,6,572.888683779268
"17948",4966923,1,1,2,54,11,438.431812865154
"17949",4966923,1,2,2,20,11,438.431812865154
"17950",4966923,1,3,2,19,11,438.431812865154
"17951",4966924,1,1,2,53,4,497.274659431164
"17952",4966924,1,2,2,22,13,497.274659431164
"17953",4966925,1,1,1,51,13,536.443179642543
"17954",4966925,1,2,2,49,12,536.443179642543
"17955",4966925,1,3,2,23,16,536.443179642543
"17956",4966925,1,4,1,17,11,536.443179642543
"17957",4966926,1,1,1,33,16,589.250044944694
"17958",4966926,1,2,2,44,16,589.250044944694
"17959",4966927,1,1,2,37,7,552.461552443152
"17960",4966927,1,2,1,17,7,552.461552443152
"17961",4966928,1,1,1,53,6,589.250044944694
"17962",4966928,1,2,2,50,5,589.250044944694
"17963",4966929,1,1,2,59,5,582.124928379763
"17964",4966929,1,2,2,39,11,582.124928379763
"17965",4966929,1,3,1,37,9,582.124928379763
"17966",4966929,1,4,1,26,10,582.124928379763
"17967",4966929,1,5,1,84,0,582.124928379763
"17968",4966930,1,1,1,23,10,494.422420810175
"17969",4966930,1,2,2,18,9,494.422420810175
"17970",4966931,1,1,1,38,11,631.731530345277
"17971",4966931,1,2,2,33,13,631.731530345277
"17972",4966932,1,1,2,56,11,457.017003918711
"17973",4966932,1,2,1,62,11,457.017003918711
"17974",4966932,1,3,2,47,5,457.017003918711
"17975",4966932,1,4,2,20,5,457.017003918711
"17976",4966933,1,1,1,45,8,473.944379522512
"17977",4966933,1,2,2,42,4,473.944379522512
"17978",4966933,1,3,1,22,7,473.944379522512
"17979",4966933,1,4,2,15,8,473.944379522512
"17980",4966933,1,5,1,12,3,473.944379522512
"17981",4966933,1,6,2,20,11,473.944379522512
"17982",4966934,1,1,1,27,11,521.518978493838
"17983",4966934,1,2,2,24,11,521.518978493838
"17984",4966935,1,1,1,68,7,601.165809650704
"17985",4966935,1,2,2,62,10,601.165809650704
"17986",4966935,1,3,1,32,11,601.165809650704
"17987",4966935,1,4,2,28,11,601.165809650704
"17988",4966936,1,1,2,75,11,568.692345777469
"17989",4966936,1,2,1,52,11,568.692345777469
"17990",4966936,1,3,1,50,11,568.692345777469
"17991",4966937,1,1,1,61,6,512.203896930699
"17992",4966937,1,2,2,58,11,512.203896930699
"17993",4966937,1,3,2,31,13,512.203896930699
"17994",4966937,1,5,1,13,7,512.203896930699
"17995",4966938,1,1,2,57,15,443.584421316417
"17996",4966938,1,2,2,18,14,443.584421316417
"17997",4966939,1,1,1,61,8,516.663565417753
"17998",4966939,1,2,2,57,13,516.663565417753
"17999",4966940,1,1,1,32,11,569.866175308936
"18000",4966940,1,2,2,28,13,569.866175308936
"18001",4966941,1,1,1,19,7,510.150336891912
"18002",4966941,1,2,2,18,10,510.150336891912
"18003",4966941,1,3,1,21,5,510.150336891912
"18004",4966942,1,1,2,32,8,582.580618597147
"18005",4966942,1,2,1,30,11,582.580618597147
"18006",4966942,1,3,2,15,9,582.580618597147
"18007",4966943,1,1,1,48,11,536.443179642543
"18008",4966943,1,2,2,45,11,536.443179642543
