"","directorio","secuencia_p","orden","fecha","ocu","inac","deso"
"24649",5030703,1,1,2019-10-01,0,1,0
"24650",5030704,1,1,2019-10-01,1,0,0
"24651",5030704,1,2,2019-10-01,1,0,0
"24652",5030705,1,1,2019-10-01,1,0,0
"24653",5030705,1,2,2019-10-01,0,1,0
"24654",5030705,1,3,2019-10-01,1,0,0
"24655",5030705,1,4,2019-10-01,0,1,0
"24656",5030705,1,5,2019-10-01,0,1,0
"24657",5030705,1,6,2019-10-01,0,1,0
"24658",5030706,1,1,2019-10-01,0,0,1
"24659",5030706,1,3,2019-10-01,0,1,0
"24660",5030706,1,4,2019-10-01,1,0,0
"24661",5030707,1,1,2019-10-01,1,0,0
"24662",5030707,1,2,2019-10-01,0,1,0
"24663",5030708,1,1,2019-10-01,0,1,0
"24664",5030708,1,2,2019-10-01,0,1,0
"24665",5030708,1,3,2019-10-01,0,1,0
"24666",5030709,1,1,2019-10-01,1,0,0
"24667",5030709,1,2,2019-10-01,1,0,0
"24668",5030709,1,3,2019-10-01,1,0,0
"24669",5030709,1,5,2019-10-01,1,0,0
"24670",5030709,1,6,2019-10-01,0,1,0
"24671",5030709,1,10,2019-10-01,0,1,0
"24672",5030710,1,1,2019-10-01,1,0,0
"24673",5030710,1,2,2019-10-01,1,0,0
"24674",5030710,1,4,2019-10-01,0,1,0
"24675",5030711,1,1,2019-10-01,1,0,0
"24676",5030711,1,2,2019-10-01,0,1,0
"24677",5030713,1,1,2019-10-01,1,0,0
"24678",5030713,1,2,2019-10-01,0,1,0
"24679",5030714,1,1,2019-10-01,0,0,1
"24680",5030714,1,2,2019-10-01,0,1,0
"24681",5030714,1,3,2019-10-01,0,1,0
"24682",5030715,1,1,2019-10-01,1,0,0
"24683",5030715,1,2,2019-10-01,0,1,0
"24684",5030715,1,5,2019-10-01,1,0,0
"24685",5030715,1,6,2019-10-01,1,0,0
"24686",5030715,2,1,2019-10-01,1,0,0
"24687",5030715,2,2,2019-10-01,1,0,0
"24688",5030715,2,4,2019-10-01,1,0,0
"24689",5030715,2,5,2019-10-01,0,1,0
"24690",5030716,1,1,2019-10-01,0,1,0
"24691",5030716,1,2,2019-10-01,0,1,0
"24692",5030716,1,3,2019-10-01,0,1,0
"24693",5030717,1,1,2019-10-01,1,0,0
"24694",5030717,1,2,2019-10-01,1,0,0
"24695",5030717,1,3,2019-10-01,1,0,0
"24696",5030717,1,6,2019-10-01,1,0,0
"24697",5030718,1,1,2019-10-01,1,0,0
"24698",5030718,1,2,2019-10-01,1,0,0
"24699",5030719,1,1,2019-10-01,1,0,0
"24700",5030719,1,2,2019-10-01,1,0,0
"24701",5030720,1,1,2019-10-01,1,0,0
"24702",5030720,1,2,2019-10-01,1,0,0
"24703",5030720,1,3,2019-10-01,0,1,0
"24704",5030720,1,6,2019-10-01,1,0,0
"24705",5030720,1,7,2019-10-01,1,0,0
"24706",5030721,1,1,2019-10-01,1,0,0
"24707",5030721,1,2,2019-10-01,0,1,0
"24708",5030721,1,3,2019-10-01,0,1,0
"24709",5030721,1,4,2019-10-01,1,0,0
"24710",5030721,1,5,2019-10-01,1,0,0
"24711",5030722,1,1,2019-10-01,1,0,0
"24712",5030722,1,2,2019-10-01,0,0,1
"24713",5030722,1,3,2019-10-01,0,1,0
"24714",5030723,1,1,2019-10-01,1,0,0
"24715",5030723,1,2,2019-10-01,1,0,0
"24716",5030723,1,3,2019-10-01,0,1,0
"24717",5030723,1,4,2019-10-01,0,1,0
"24718",5030724,1,1,2019-10-01,0,1,0
"24719",5030725,1,1,2019-10-01,1,0,0
"24720",5030725,1,2,2019-10-01,1,0,0
"24721",5030727,1,1,2019-10-01,1,0,0
"24722",5030727,1,2,2019-10-01,1,0,0
"24723",5030728,1,1,2019-10-01,1,0,0
"24724",5030729,1,1,2019-10-01,1,0,0
"24725",5030729,1,2,2019-10-01,1,0,0
"24726",5030729,1,3,2019-10-01,1,0,0
"24727",5030729,1,4,2019-10-01,0,1,0
"24728",5030729,1,5,2019-10-01,1,0,0
"24729",5030729,1,6,2019-10-01,1,0,0
"24730",5030730,1,1,2019-10-01,0,1,0
"24731",5030730,1,2,2019-10-01,1,0,0
"24732",5030731,1,1,2019-10-01,1,0,0
"24733",5030731,1,2,2019-10-01,1,0,0
"24734",5030731,1,4,2019-10-01,0,1,0
"24735",5030731,1,5,2019-10-01,1,0,0
"24736",5030731,1,6,2019-10-01,1,0,0
"24737",5030732,1,1,2019-10-01,0,0,1
"24738",5030732,1,2,2019-10-01,0,1,0
"24739",5030732,1,3,2019-10-01,0,0,1
"24740",5030732,1,4,2019-10-01,0,1,0
"24741",5030733,1,1,2019-10-01,1,0,0
"24742",5030733,1,2,2019-10-01,1,0,0
"24743",5030734,1,1,2019-10-01,1,0,0
"24744",5030734,1,2,2019-10-01,1,0,0
"24745",5030734,1,3,2019-10-01,0,1,0
"24746",5030734,1,4,2019-10-01,0,1,0
"24747",5030735,1,1,2019-10-01,1,0,0
"24748",5030735,1,2,2019-10-01,1,0,0
"24749",5030735,1,3,2019-10-01,0,1,0
"24750",5030735,1,4,2019-10-01,0,1,0
"24751",5030736,1,1,2019-10-01,1,0,0
"24752",5030736,1,2,2019-10-01,1,0,0
"24753",5030736,1,3,2019-10-01,0,1,0
"24754",5030736,1,4,2019-10-01,0,1,0
"24755",5030737,1,1,2019-10-01,1,0,0
"24756",5030737,1,2,2019-10-01,0,1,0
"24757",5030737,1,3,2019-10-01,1,0,0
"24758",5030737,1,4,2019-10-01,1,0,0
"24759",5030737,1,6,2019-10-01,0,1,0
"24760",5030738,1,1,2019-10-01,1,0,0
"24761",5030738,1,2,2019-10-01,0,0,1
"24762",5030739,1,1,2019-10-01,1,0,0
"24763",5030740,1,1,2019-10-01,0,1,0
"24764",5030740,1,2,2019-10-01,1,0,0
"24765",5030740,1,3,2019-10-01,1,0,0
"24766",5030740,1,4,2019-10-01,1,0,0
"24767",5030741,1,1,2019-10-01,1,0,0
"24768",5030741,1,2,2019-10-01,0,1,0
"24769",5030741,1,5,2019-10-01,0,1,0
"24770",5030742,1,1,2019-10-01,0,1,0
"24771",5030743,1,1,2019-10-01,1,0,0
"24772",5030743,1,2,2019-10-01,1,0,0
"24773",5030743,1,3,2019-10-01,1,0,0
"24774",5030743,1,4,2019-10-01,1,0,0
"24775",5030743,1,5,2019-10-01,1,0,0
"24776",5030744,1,1,2019-10-01,1,0,0
"24777",5030744,1,2,2019-10-01,0,0,1
"24778",5030745,1,1,2019-10-01,0,1,0
"24779",5030745,1,2,2019-10-01,1,0,0
"24780",5030747,1,1,2019-10-01,0,1,0
"24781",5030747,2,1,2019-10-01,0,1,0
"24782",5030747,3,1,2019-10-01,1,0,0
"24783",5030747,4,1,2019-10-01,1,0,0
"24784",5030747,5,1,2019-10-01,1,0,0
"24785",5030747,5,2,2019-10-01,1,0,0
"24786",5030748,1,1,2019-10-01,0,1,0
"24787",5030748,1,2,2019-10-01,1,0,0
"24788",5030749,1,1,2019-10-01,1,0,0
"24789",5030749,1,2,2019-10-01,1,0,0
"24790",5030749,1,3,2019-10-01,0,1,0
"24791",5030750,1,1,2019-10-01,1,0,0
"24792",5030750,1,2,2019-10-01,0,1,0
"24793",5030750,1,3,2019-10-01,0,1,0
"24794",5030750,1,5,2019-10-01,0,1,0
"24795",5030751,1,1,2019-10-01,1,0,0
"24796",5030751,1,2,2019-10-01,0,1,0
"24797",5030751,1,5,2019-10-01,0,0,1
"24798",5030751,1,6,2019-10-01,0,0,1
"24799",5030751,1,7,2019-10-01,1,0,0
"24800",5030751,1,8,2019-10-01,0,1,0
"24801",5030751,1,9,2019-10-01,0,1,0
"24802",5030752,1,1,2019-10-01,1,0,0
"24803",5030752,1,2,2019-10-01,1,0,0
"24804",5030752,1,3,2019-10-01,0,1,0
"24805",5030752,1,4,2019-10-01,0,1,0
"24806",5030752,1,5,2019-10-01,1,0,0
"24807",5030753,1,1,2019-10-01,1,0,0
"24808",5030753,1,2,2019-10-01,1,0,0
"24809",5030753,1,4,2019-10-01,0,1,0
"24810",5030754,1,1,2019-10-01,1,0,0
"24811",5030754,1,2,2019-10-01,0,1,0
"24812",5030755,1,1,2019-10-01,1,0,0
"24813",5030755,1,2,2019-10-01,1,0,0
"24814",5030755,1,3,2019-10-01,0,1,0
"24815",5030755,1,4,2019-10-01,1,0,0
"24816",5030756,1,1,2019-10-01,1,0,0
"24817",5030756,1,2,2019-10-01,1,0,0
"24818",5030756,1,3,2019-10-01,0,1,0
"24819",5030756,1,4,2019-10-01,0,1,0
"24820",5030756,1,6,2019-10-01,1,0,0
"24821",5030756,1,7,2019-10-01,1,0,0
"24822",5030756,1,8,2019-10-01,1,0,0
"24823",5030756,1,9,2019-10-01,0,1,0
"24824",5030756,1,10,2019-10-01,0,1,0
"24825",5030756,1,13,2019-10-01,1,0,0
"24826",5030756,1,14,2019-10-01,0,1,0
"24827",5030756,1,17,2019-10-01,0,1,0
"24828",5030756,1,18,2019-10-01,1,0,0
"24829",5030756,1,19,2019-10-01,0,1,0
"24830",5030756,1,20,2019-10-01,0,1,0
"24831",5030756,1,21,2019-10-01,0,1,0
"24832",5030757,1,1,2019-10-01,1,0,0
"24833",5030757,1,2,2019-10-01,1,0,0
"24834",5030757,1,3,2019-10-01,1,0,0
"24835",5030757,1,4,2019-10-01,0,1,0
"24836",5030757,1,7,2019-10-01,1,0,0
"24837",5030757,1,8,2019-10-01,0,1,0
"24838",5030758,1,1,2019-10-01,1,0,0
"24839",5030758,1,2,2019-10-01,1,0,0
"24840",5030758,1,3,2019-10-01,1,0,0
"24841",5030758,1,4,2019-10-01,0,1,0
"24842",5030758,1,5,2019-10-01,1,0,0
"24843",5030758,1,6,2019-10-01,0,0,1
"24844",5030759,1,1,2019-10-01,1,0,0
"24845",5030760,1,1,2019-10-01,0,1,0
"24846",5030760,1,2,2019-10-01,1,0,0
"24847",5030760,1,3,2019-10-01,0,1,0
"24848",5030760,1,4,2019-10-01,1,0,0
"24849",5030760,1,5,2019-10-01,1,0,0
"24850",5030761,1,1,2019-10-01,0,1,0
"24851",5030761,1,2,2019-10-01,0,0,1
"24852",5030761,1,3,2019-10-01,1,0,0
"24853",5030761,1,5,2019-10-01,1,0,0
"24854",5030762,1,1,2019-10-01,1,0,0
"24855",5030762,1,2,2019-10-01,0,1,0
"24856",5030763,1,1,2019-10-01,0,1,0
"24857",5030763,1,2,2019-10-01,1,0,0
"24858",5030763,1,3,2019-10-01,1,0,0
"24859",5030763,1,4,2019-10-01,1,0,0
"24860",5030763,1,5,2019-10-01,0,1,0
"24861",5030764,1,1,2019-10-01,1,0,0
"24862",5030764,1,2,2019-10-01,1,0,0
"24863",5030764,1,3,2019-10-01,0,1,0
"24864",5030764,1,4,2019-10-01,0,1,0
"24865",5030764,1,5,2019-10-01,1,0,0
"24866",5030764,1,6,2019-10-01,1,0,0
"24867",5030764,1,7,2019-10-01,0,1,0
"24868",5030765,1,1,2019-10-01,1,0,0
"24869",5030765,1,2,2019-10-01,1,0,0
"24870",5030765,1,3,2019-10-01,0,1,0
"24871",5030765,1,4,2019-10-01,1,0,0
"24872",5030766,1,1,2019-10-01,1,0,0
"24873",5030766,1,2,2019-10-01,1,0,0
"24874",5030766,1,3,2019-10-01,1,0,0
"24875",5030766,1,4,2019-10-01,1,0,0
"24876",5030766,1,5,2019-10-01,0,1,0
"24877",5030766,1,6,2019-10-01,1,0,0
"24878",5030767,1,1,2019-10-01,1,0,0
"24879",5030767,1,2,2019-10-01,0,1,0
"24880",5030767,1,3,2019-10-01,0,1,0
"24881",5030768,1,1,2019-10-01,1,0,0
"24882",5030768,1,2,2019-10-01,1,0,0
"24883",5030768,2,1,2019-10-01,1,0,0
"24884",5030768,2,2,2019-10-01,0,1,0
"24885",5030769,1,1,2019-10-01,1,0,0
"24886",5030769,1,2,2019-10-01,1,0,0
"24887",5030770,1,1,2019-10-01,1,0,0
"24888",5030771,1,1,2019-10-01,1,0,0
"24889",5030771,1,2,2019-10-01,1,0,0
"24890",5030772,1,1,2019-10-01,1,0,0
"24891",5030772,1,2,2019-10-01,1,0,0
"24892",5030773,1,1,2019-10-01,1,0,0
"24893",5030773,1,2,2019-10-01,1,0,0
"24894",5030773,1,3,2019-10-01,1,0,0
"24895",5030774,1,1,2019-10-01,1,0,0
"24896",5030774,1,2,2019-10-01,0,1,0
"24897",5030774,1,3,2019-10-01,1,0,0
"24898",5030774,1,4,2019-10-01,0,1,0
"24899",5030775,1,1,2019-10-01,1,0,0
"24900",5030775,1,2,2019-10-01,1,0,0
"24901",5030775,1,3,2019-10-01,1,0,0
"24902",5030775,1,4,2019-10-01,1,0,0
"24903",5030775,1,5,2019-10-01,0,1,0
"24904",5030776,1,1,2019-10-01,1,0,0
"24905",5030776,1,2,2019-10-01,0,0,1
"24906",5030777,1,1,2019-10-01,0,1,0
"24907",5030777,1,2,2019-10-01,1,0,0
"24908",5030777,1,3,2019-10-01,0,1,0
"24909",5030777,1,6,2019-10-01,1,0,0
"24910",5030778,1,1,2019-10-01,1,0,0
"24911",5030779,1,1,2019-10-01,1,0,0
"24912",5030779,1,2,2019-10-01,0,1,0
"24913",5030779,1,3,2019-10-01,1,0,0
"24914",5030779,1,4,2019-10-01,1,0,0
"24915",5030780,1,1,2019-10-01,1,0,0
"24916",5030780,1,2,2019-10-01,0,0,1
"24917",5030781,1,1,2019-10-01,0,1,0
"24918",5030781,1,2,2019-10-01,0,1,0
"24919",5030782,1,1,2019-10-01,0,1,0
"24920",5030782,1,4,2019-10-01,1,0,0
"24921",5030783,1,1,2019-10-01,1,0,0
"24922",5030783,1,2,2019-10-01,1,0,0
"24923",5030783,1,3,2019-10-01,0,1,0
"24924",5030784,1,1,2019-10-01,1,0,0
"24925",5030784,1,2,2019-10-01,1,0,0
"24926",5030785,1,1,2019-10-01,1,0,0
"24927",5030785,1,2,2019-10-01,1,0,0
"24928",5030785,1,3,2019-10-01,0,1,0
"24929",5030786,1,1,2019-10-01,0,1,0
"24930",5030786,1,2,2019-10-01,1,0,0
"24931",5030786,1,3,2019-10-01,1,0,0
"24932",5030787,1,1,2019-10-01,0,1,0
"24933",5030787,1,2,2019-10-01,1,0,0
"24934",5030787,1,3,2019-10-01,1,0,0
"24935",5030787,1,6,2019-10-01,1,0,0
"24936",5030788,1,1,2019-10-01,0,1,0
"24937",5030788,1,2,2019-10-01,0,1,0
"24938",5030788,1,3,2019-10-01,1,0,0
"24939",5030788,1,4,2019-10-01,1,0,0
"24940",5030788,1,5,2019-10-01,1,0,0
"24941",5030789,1,1,2019-10-01,0,1,0
"24942",5030790,1,1,2019-10-01,1,0,0
"24943",5030790,1,2,2019-10-01,0,1,0
"24944",5030790,1,3,2019-10-01,1,0,0
"24945",5030790,1,4,2019-10-01,0,1,0
"24946",5030791,1,1,2019-10-01,1,0,0
"24947",5030791,1,2,2019-10-01,0,1,0
"24948",5030791,1,3,2019-10-01,1,0,0
"24949",5030791,1,4,2019-10-01,0,1,0
"24950",5030792,1,1,2019-10-01,1,0,0
"24951",5030792,1,2,2019-10-01,0,1,0
"24952",5030793,1,1,2019-10-01,1,0,0
"24953",5030793,1,2,2019-10-01,0,1,0
"24954",5030793,1,5,2019-10-01,1,0,0
"24955",5030793,1,6,2019-10-01,1,0,0
"24956",5030794,1,1,2019-10-01,0,1,0
"24957",5030795,1,1,2019-10-01,1,0,0
"24958",5030796,1,1,2019-10-01,0,1,0
"24959",5030796,1,2,2019-10-01,0,1,0
"24960",5030797,1,1,2019-10-01,1,0,0
"24961",5030797,1,2,2019-10-01,1,0,0
"24962",5030797,1,4,2019-10-01,1,0,0
"24963",5030798,1,1,2019-10-01,1,0,0
"24964",5030798,1,2,2019-10-01,1,0,0
"24965",5030798,1,3,2019-10-01,0,1,0
"24966",5030799,1,1,2019-10-01,1,0,0
"24967",5030799,1,2,2019-10-01,1,0,0
"24968",5030799,1,3,2019-10-01,0,1,0
"24969",5030799,1,4,2019-10-01,0,1,0
"24970",5030800,1,1,2019-10-01,1,0,0
"24971",5030800,1,2,2019-10-01,1,0,0
"24972",5030801,1,1,2019-10-01,1,0,0
"24973",5030801,1,2,2019-10-01,1,0,0
"24974",5030801,1,3,2019-10-01,0,1,0
"24975",5030802,1,1,2019-10-01,0,1,0
"24976",5030802,1,2,2019-10-01,0,0,1
"24977",5030803,1,1,2019-10-01,1,0,0
"24978",5030803,1,2,2019-10-01,0,1,0
"24979",5030804,1,1,2019-10-01,1,0,0
"24980",5030804,1,2,2019-10-01,0,1,0
"24981",5030804,1,3,2019-10-01,1,0,0
"24982",5030804,1,4,2019-10-01,1,0,0
"24983",5030805,1,1,2019-10-01,1,0,0
"24984",5030805,1,2,2019-10-01,0,1,0
"24985",5030805,1,3,2019-10-01,0,1,0
"24986",5030806,1,1,2019-10-01,1,0,0
"24987",5030806,1,2,2019-10-01,1,0,0
"24988",5030806,1,3,2019-10-01,0,1,0
"24989",5030807,1,1,2019-10-01,0,1,0
"24990",5030807,1,2,2019-10-01,1,0,0
"24991",5030807,1,3,2019-10-01,1,0,0
"24992",5030807,1,4,2019-10-01,1,0,0
"24993",5030808,1,1,2019-10-01,1,0,0
"24994",5030808,1,2,2019-10-01,1,0,0
"24995",5030809,1,1,2019-10-01,0,1,0
"24996",5030809,1,2,2019-10-01,1,0,0
"24997",5030809,1,3,2019-10-01,1,0,0
"24998",5030810,1,1,2019-10-01,1,0,0
"24999",5030810,1,2,2019-10-01,1,0,0
"25000",5030811,1,1,2019-10-01,1,0,0
"25001",5030811,1,2,2019-10-01,1,0,0
"25002",5030811,1,3,2019-10-01,0,1,0
"25003",5030811,1,5,2019-10-01,1,0,0
"25004",5030811,1,6,2019-10-01,1,0,0
"25005",5030811,1,7,2019-10-01,0,1,0
"25006",5030812,1,1,2019-10-01,1,0,0
"25007",5030813,1,1,2019-10-01,1,0,0
"25008",5030813,1,2,2019-10-01,0,0,1
"25009",5030814,1,1,2019-10-01,1,0,0
"25010",5030815,1,1,2019-10-01,1,0,0
"25011",5030815,1,2,2019-10-01,1,0,0
"25012",5030815,1,3,2019-10-01,0,1,0
"25013",5030816,1,1,2019-10-01,0,0,1
"25014",5030816,1,2,2019-10-01,1,0,0
"25015",5030816,1,3,2019-10-01,0,1,0
"25016",5030816,1,7,2019-10-01,1,0,0
"25017",5030817,1,1,2019-10-01,1,0,0
"25018",5030817,1,2,2019-10-01,1,0,0
"25019",5030817,1,3,2019-10-01,1,0,0
"25020",5030817,1,4,2019-10-01,1,0,0
"25021",5030824,1,1,2019-10-01,0,1,0
"25022",5030824,1,2,2019-10-01,0,1,0
"25023",5030831,1,1,2019-10-01,1,0,0
"25024",5034652,1,1,2019-10-01,0,1,0
"25025",5034652,1,2,2019-10-01,0,1,0
"25026",5034653,1,1,2019-10-01,1,0,0
"25027",5034654,1,1,2019-10-01,0,1,0
"25028",5034654,1,2,2019-10-01,0,1,0
"25029",5034655,1,1,2019-10-01,1,0,0
"25030",5034655,1,2,2019-10-01,1,0,0
"25031",5034655,1,3,2019-10-01,1,0,0
"25032",5034655,1,4,2019-10-01,1,0,0
"25033",5034656,1,1,2019-10-01,1,0,0
"25034",5034656,1,2,2019-10-01,1,0,0
"25035",5034656,1,3,2019-10-01,0,1,0
"25036",5034657,1,1,2019-10-01,1,0,0
"25037",5034657,1,2,2019-10-01,0,1,0
"25038",5034657,1,3,2019-10-01,0,1,0
"25039",5034658,1,1,2019-10-01,1,0,0
"25040",5034658,1,2,2019-10-01,0,1,0
"25041",5034658,1,3,2019-10-01,0,1,0
"25042",5034658,1,4,2019-10-01,0,1,0
"25043",5034659,1,1,2019-10-01,1,0,0
"25044",5034659,1,2,2019-10-01,0,1,0
"25045",5034660,1,1,2019-10-01,1,0,0
"25046",5034660,1,2,2019-10-01,0,0,1
"25047",5034660,1,3,2019-10-01,0,1,0
"25048",5034660,1,5,2019-10-01,1,0,0
"25049",5034661,1,1,2019-10-01,0,1,0
"25050",5034661,1,2,2019-10-01,1,0,0
"25051",5034661,1,3,2019-10-01,1,0,0
"25052",5034662,1,1,2019-10-01,0,1,0
"25053",5034662,1,2,2019-10-01,0,0,1
"25054",5034663,1,1,2019-10-01,1,0,0
"25055",5034663,1,2,2019-10-01,1,0,0
"25056",5034663,1,3,2019-10-01,0,1,0
"25057",5034664,1,1,2019-10-01,1,0,0
"25058",5034664,1,2,2019-10-01,1,0,0
"25059",5034664,1,3,2019-10-01,0,1,0
"25060",5034664,1,4,2019-10-01,0,1,0
"25061",5034664,1,5,2019-10-01,0,1,0
"25062",5035546,1,1,2019-10-01,1,0,0
"25063",5035546,1,2,2019-10-01,1,0,0
"25064",5035546,1,3,2019-10-01,0,1,0
"25065",5035546,1,4,2019-10-01,0,1,0
"25066",5035547,1,1,2019-10-01,1,0,0
"25067",5035547,1,2,2019-10-01,1,0,0
"25068",5035548,1,1,2019-10-01,1,0,0
"25069",5035548,1,2,2019-10-01,0,1,0
"25070",5035548,1,5,2019-10-01,0,1,0
"25071",5035549,1,1,2019-10-01,1,0,0
"25072",5035549,1,2,2019-10-01,1,0,0
"25073",5035549,1,3,2019-10-01,0,1,0
"25074",5035549,1,4,2019-10-01,0,1,0
"25075",5035550,1,1,2019-10-01,1,0,0
"25076",5035550,1,2,2019-10-01,0,1,0
"25077",5035550,1,3,2019-10-01,1,0,0
"25078",5035550,1,4,2019-10-01,1,0,0
"25079",5035550,1,5,2019-10-01,1,0,0
"25080",5035551,1,1,2019-10-01,1,0,0
"25081",5035551,1,2,2019-10-01,1,0,0
"25082",5035552,1,1,2019-10-01,1,0,0
"25083",5035552,1,2,2019-10-01,1,0,0
"25084",5035552,1,4,2019-10-01,1,0,0
"25085",5035552,1,5,2019-10-01,1,0,0
"25086",5035553,1,1,2019-10-01,1,0,0
"25087",5035553,1,2,2019-10-01,1,0,0
"25088",5035553,1,3,2019-10-01,0,1,0
"25089",5035553,1,4,2019-10-01,0,1,0
"25090",5035554,1,1,2019-10-01,0,1,0
"25091",5035554,1,2,2019-10-01,1,0,0
"25092",5035554,1,3,2019-10-01,1,0,0
"25093",5035554,1,4,2019-10-01,1,0,0
"25094",5035554,1,5,2019-10-01,0,1,0
"25095",5035556,1,1,2019-10-01,0,1,0
"25096",5035556,1,2,2019-10-01,1,0,0
"25097",5035556,1,3,2019-10-01,1,0,0
"25098",5035556,1,4,2019-10-01,1,0,0
"25099",5035556,1,5,2019-10-01,0,0,1
"25100",5035556,1,6,2019-10-01,0,1,0
"25101",5035556,1,7,2019-10-01,1,0,0
"25102",5035556,1,8,2019-10-01,0,1,0
"25103",5035557,1,1,2019-10-01,0,1,0
"25104",5035557,1,2,2019-10-01,0,1,0
"25105",5035557,1,3,2019-10-01,1,0,0
"25106",5035557,1,4,2019-10-01,0,1,0
"25107",5035557,1,5,2019-10-01,0,1,0
"25108",5035557,1,6,2019-10-01,0,1,0
"25109",5035558,1,1,2019-10-01,1,0,0
"25110",5035558,1,2,2019-10-01,0,1,0
"25111",5035558,1,3,2019-10-01,0,1,0
"25112",5035558,1,4,2019-10-01,1,0,0
"25113",5035559,1,1,2019-10-01,1,0,0
"25114",5035559,1,2,2019-10-01,0,1,0
"25115",5035559,1,3,2019-10-01,1,0,0
"25116",5035560,1,1,2019-10-01,1,0,0
"25117",5035560,1,2,2019-10-01,1,0,0
"25118",5035561,1,1,2019-10-01,0,1,0
"25119",5035561,1,2,2019-10-01,0,0,1
"25120",5035561,1,3,2019-10-01,1,0,0
"25121",5035561,1,4,2019-10-01,0,1,0
"25122",5035562,1,1,2019-10-01,0,1,0
"25123",5035563,1,1,2019-10-01,1,0,0
"25124",5035563,1,2,2019-10-01,0,0,1
"25125",5035563,1,3,2019-10-01,1,0,0
"25126",5035563,1,4,2019-10-01,1,0,0
"25127",5035564,1,1,2019-10-01,1,0,0
"25128",5035564,1,2,2019-10-01,0,1,0
"25129",5035564,1,5,2019-10-01,0,1,0
"25130",5035565,1,1,2019-10-01,1,0,0
"25131",5035565,1,2,2019-10-01,1,0,0
"25132",5035565,1,3,2019-10-01,1,0,0
"25133",5035566,1,1,2019-10-01,1,0,0
"25134",5035566,1,2,2019-10-01,1,0,0
"25135",5035566,1,3,2019-10-01,0,1,0
"25136",5035566,1,5,2019-10-01,0,1,0
"25137",5035567,1,1,2019-10-01,0,1,0
"25138",5035567,1,2,2019-10-01,1,0,0
"25139",5035567,1,3,2019-10-01,1,0,0
"25140",5035568,1,1,2019-10-01,0,1,0
"25141",5035568,1,2,2019-10-01,0,1,0
"25142",5035569,1,1,2019-10-01,1,0,0
"25143",5035569,1,2,2019-10-01,1,0,0
"25144",5035569,1,3,2019-10-01,0,1,0
"25145",5035569,1,6,2019-10-01,1,0,0
"25146",5035570,1,1,2019-10-01,1,0,0
"25147",5035570,1,2,2019-10-01,0,1,0
"25148",5035570,1,3,2019-10-01,0,1,0
"25149",5035571,1,1,2019-10-01,1,0,0
"25150",5035571,1,2,2019-10-01,1,0,0
"25151",5035571,1,3,2019-10-01,1,0,0
"25152",5035572,1,1,2019-10-01,1,0,0
"25153",5035572,1,2,2019-10-01,1,0,0
"25154",5035572,1,3,2019-10-01,1,0,0
"25155",5035573,1,1,2019-10-01,1,0,0
"25156",5035573,1,2,2019-10-01,1,0,0
"25157",5035573,1,3,2019-10-01,1,0,0
"25158",5035574,1,1,2019-10-01,1,0,0
"25159",5035574,1,2,2019-10-01,1,0,0
"25160",5035574,1,5,2019-10-01,0,0,1
"25161",5035575,1,1,2019-10-01,0,1,0
"25162",5035575,1,2,2019-10-01,1,0,0
"25163",5035575,1,3,2019-10-01,1,0,0
"25164",5035576,1,1,2019-10-01,1,0,0
"25165",5035576,1,2,2019-10-01,1,0,0
"25166",5035576,1,5,2019-10-01,0,0,1
"25167",5035577,1,1,2019-10-01,1,0,0
"25168",5035577,1,2,2019-10-01,0,1,0
"25169",5035577,1,3,2019-10-01,0,0,1
"25170",5035577,1,4,2019-10-01,0,1,0
"25171",5035578,1,1,2019-10-01,1,0,0
"25172",5035578,1,2,2019-10-01,0,1,0
"25173",5035578,1,3,2019-10-01,1,0,0
"25174",5035578,1,4,2019-10-01,1,0,0
"25175",5035579,1,1,2019-10-01,1,0,0
"25176",5035579,1,2,2019-10-01,1,0,0
"25177",5035579,1,3,2019-10-01,1,0,0
"25178",5035579,1,4,2019-10-01,0,1,0
"25179",5035580,1,1,2019-10-01,1,0,0
"25180",5035580,1,2,2019-10-01,1,0,0
"25181",5035580,1,3,2019-10-01,0,0,1
"25182",5035580,1,4,2019-10-01,0,1,0
"25183",5035581,1,1,2019-10-01,1,0,0
"25184",5035581,1,2,2019-10-01,0,1,0
"25185",5035581,1,3,2019-10-01,0,1,0
"25186",5035582,1,1,2019-10-01,1,0,0
"25187",5035582,1,2,2019-10-01,0,1,0
"25188",5035582,1,3,2019-10-01,0,1,0
"25189",5035582,1,4,2019-10-01,0,1,0
"25190",5035583,1,1,2019-10-01,1,0,0
"25191",5035583,1,2,2019-10-01,1,0,0
"25192",5035583,1,4,2019-10-01,0,1,0
"25193",5035583,1,5,2019-10-01,0,1,0
"25194",5035584,1,1,2019-10-01,1,0,0
"25195",5035584,1,2,2019-10-01,1,0,0
"25196",5035584,1,3,2019-10-01,1,0,0
"25197",5035585,1,1,2019-10-01,1,0,0
"25198",5035585,1,2,2019-10-01,1,0,0
"25199",5035585,1,3,2019-10-01,0,1,0
"25200",5035586,1,1,2019-10-01,1,0,0
"25201",5035586,1,2,2019-10-01,1,0,0
"25202",5035587,1,1,2019-10-01,1,0,0
"25203",5035587,1,2,2019-10-01,1,0,0
"25204",5035587,1,3,2019-10-01,0,1,0
"25205",5035588,1,1,2019-10-01,1,0,0
"25206",5035588,1,2,2019-10-01,1,0,0
