"","directorio","secuencia_p","orden","fecha","ocu","inac","deso"
"570",4809463,1,1,2019-01-01,1,0,0
"571",4809463,1,2,2019-01-01,1,0,0
"572",4809463,1,4,2019-01-01,1,0,0
"573",4809464,1,1,2019-01-01,1,0,0
"574",4809464,1,2,2019-01-01,1,0,0
"575",4809464,1,3,2019-01-01,0,1,0
"576",4809464,1,4,2019-01-01,1,0,0
"577",4809465,1,1,2019-01-01,0,1,0
"578",4809465,1,2,2019-01-01,1,0,0
"579",4809465,1,3,2019-01-01,0,1,0
"580",4809466,1,1,2019-01-01,1,0,0
"581",4809466,1,2,2019-01-01,0,1,0
"582",4809466,1,3,2019-01-01,1,0,0
"583",4809467,1,1,2019-01-01,0,1,0
"584",4810628,1,1,2019-01-01,1,0,0
"585",4810628,1,2,2019-01-01,1,0,0
"586",4810628,1,3,2019-01-01,0,1,0
"587",4810629,1,1,2019-01-01,1,0,0
"588",4810629,1,2,2019-01-01,0,1,0
"589",4810629,1,3,2019-01-01,0,1,0
"590",4810630,1,1,2019-01-01,0,1,0
"591",4810631,1,1,2019-01-01,1,0,0
"592",4810631,1,2,2019-01-01,1,0,0
"593",4810631,1,5,2019-01-01,0,1,0
"594",4810631,1,6,2019-01-01,0,1,0
"595",4810632,1,1,2019-01-01,0,1,0
"596",4810632,1,2,2019-01-01,0,1,0
"597",4810633,1,1,2019-01-01,0,1,0
"598",4810633,1,2,2019-01-01,1,0,0
"599",4810634,1,1,2019-01-01,0,1,0
"600",4810634,1,2,2019-01-01,0,1,0
"601",4810635,1,1,2019-01-01,0,1,0
"602",4810635,1,2,2019-01-01,0,1,0
"603",4810635,1,3,2019-01-01,1,0,0
"604",4810636,1,1,2019-01-01,1,0,0
"605",4810636,1,2,2019-01-01,1,0,0
"606",4810637,1,1,2019-01-01,1,0,0
"607",4810637,1,2,2019-01-01,0,1,0
"608",4810638,1,1,2019-01-01,1,0,0
"609",4810638,1,2,2019-01-01,1,0,0
"610",4810638,1,3,2019-01-01,1,0,0
"611",4810638,1,4,2019-01-01,0,1,0
"612",4810639,1,1,2019-01-01,0,1,0
"613",4810640,1,1,2019-01-01,1,0,0
"614",4810640,1,4,2019-01-01,1,0,0
"615",4810641,1,1,2019-01-01,1,0,0
"616",4810641,1,4,2019-01-01,0,1,0
"617",4810641,1,5,2019-01-01,0,1,0
"618",4810642,1,1,2019-01-01,0,1,0
"619",4810642,1,2,2019-01-01,1,0,0
"620",4810642,1,3,2019-01-01,1,0,0
"621",4810642,1,4,2019-01-01,1,0,0
"622",4810643,1,1,2019-01-01,1,0,0
"623",4810643,1,2,2019-01-01,1,0,0
"624",4810643,1,3,2019-01-01,0,1,0
"625",4810643,1,4,2019-01-01,1,0,0
"626",4810643,1,5,2019-01-01,0,1,0
"627",4810643,1,6,2019-01-01,0,1,0
"628",4810643,1,7,2019-01-01,0,1,0
"629",4810644,1,1,2019-01-01,1,0,0
"630",4810644,1,2,2019-01-01,1,0,0
"631",4810645,1,1,2019-01-01,1,0,0
"632",4810645,1,2,2019-01-01,0,1,0
"633",4810645,1,3,2019-01-01,0,1,0
"634",4810646,1,1,2019-01-01,1,0,0
"635",4810646,1,2,2019-01-01,0,1,0
"636",4810646,1,3,2019-01-01,0,1,0
"637",4810646,1,4,2019-01-01,0,1,0
"638",4810647,1,1,2019-01-01,1,0,0
"639",4810648,1,1,2019-01-01,0,1,0
"640",4810648,1,2,2019-01-01,0,1,0
"641",4810648,1,3,2019-01-01,1,0,0
"642",4810648,1,4,2019-01-01,0,1,0
"643",4810648,1,5,2019-01-01,1,0,0
"644",4810648,1,6,2019-01-01,0,0,1
"645",4810649,1,1,2019-01-01,1,0,0
"646",4810649,1,2,2019-01-01,1,0,0
"647",4810649,1,3,2019-01-01,0,1,0
"648",4810649,1,4,2019-01-01,1,0,0
"649",4810650,1,1,2019-01-01,1,0,0
"650",4810650,1,2,2019-01-01,1,0,0
"651",4810650,1,3,2019-01-01,0,1,0
"652",4810650,1,4,2019-01-01,0,1,0
"653",4810650,1,5,2019-01-01,0,1,0
"654",4810651,1,1,2019-01-01,1,0,0
"655",4810651,1,2,2019-01-01,0,1,0
"656",4810652,1,1,2019-01-01,1,0,0
"657",4810652,1,3,2019-01-01,1,0,0
"658",4810653,1,1,2019-01-01,1,0,0
"659",4810654,1,1,2019-01-01,1,0,0
"660",4810654,1,2,2019-01-01,0,1,0
"661",4810654,1,3,2019-01-01,0,1,0
"662",4810655,1,1,2019-01-01,1,0,0
"663",4810656,1,1,2019-01-01,1,0,0
"664",4810656,1,2,2019-01-01,1,0,0
"665",4810656,1,3,2019-01-01,1,0,0
"666",4810657,1,1,2019-01-01,0,1,0
"667",4810657,1,2,2019-01-01,1,0,0
"668",4810657,1,3,2019-01-01,1,0,0
"669",4810658,1,1,2019-01-01,0,1,0
"670",4810658,1,2,2019-01-01,0,1,0
"671",4810659,1,1,2019-01-01,1,0,0
"672",4810659,1,2,2019-01-01,0,1,0
"673",4810659,1,3,2019-01-01,1,0,0
"674",4810660,1,1,2019-01-01,1,0,0
"675",4810660,1,2,2019-01-01,1,0,0
"676",4810661,1,1,2019-01-01,1,0,0
"677",4810663,1,1,2019-01-01,1,0,0
"678",4810663,1,2,2019-01-01,1,0,0
"679",4810663,1,3,2019-01-01,0,1,0
"680",4810663,1,6,2019-01-01,0,1,0
"681",4810664,1,1,2019-01-01,1,0,0
"682",4810664,1,2,2019-01-01,1,0,0
"683",4810664,1,3,2019-01-01,0,1,0
"684",4810665,1,1,2019-01-01,1,0,0
"685",4810665,1,2,2019-01-01,0,1,0
"686",4810665,1,3,2019-01-01,0,1,0
"687",4810666,1,1,2019-01-01,1,0,0
"688",4810666,1,2,2019-01-01,1,0,0
"689",4810666,1,3,2019-01-01,1,0,0
"690",4810666,1,4,2019-01-01,0,1,0
"691",4810666,1,6,2019-01-01,0,1,0
"692",4810666,1,7,2019-01-01,1,0,0
"693",4810667,1,1,2019-01-01,0,1,0
"694",4810667,1,2,2019-01-01,1,0,0
"695",4810667,1,3,2019-01-01,1,0,0
"696",4810667,1,4,2019-01-01,1,0,0
"697",4810668,1,1,2019-01-01,1,0,0
"698",4810668,1,2,2019-01-01,0,1,0
"699",4810668,1,3,2019-01-01,0,1,0
"700",4810668,1,4,2019-01-01,0,1,0
"701",4810668,1,8,2019-01-01,1,0,0
"702",4810668,1,9,2019-01-01,0,1,0
"703",4810669,1,1,2019-01-01,1,0,0
"704",4810669,1,2,2019-01-01,1,0,0
"705",4810669,1,5,2019-01-01,1,0,0
"706",4810670,1,1,2019-01-01,1,0,0
"707",4810671,1,1,2019-01-01,1,0,0
"708",4810671,1,2,2019-01-01,1,0,0
"709",4810671,1,3,2019-01-01,1,0,0
"710",4810671,1,4,2019-01-01,1,0,0
"711",4810672,1,1,2019-01-01,1,0,0
"712",4810672,1,3,2019-01-01,0,1,0
"713",4810672,1,4,2019-01-01,1,0,0
"714",4810673,1,1,2019-01-01,1,0,0
"715",4810673,1,2,2019-01-01,0,1,0
"716",4810674,1,1,2019-01-01,1,0,0
"717",4810674,1,2,2019-01-01,0,1,0
"718",4810675,1,1,2019-01-01,1,0,0
"719",4810675,1,2,2019-01-01,0,1,0
"720",4810675,1,3,2019-01-01,1,0,0
"721",4810675,1,5,2019-01-01,0,0,1
"722",4810676,1,1,2019-01-01,1,0,0
"723",4810676,1,2,2019-01-01,0,1,0
"724",4810677,1,1,2019-01-01,0,1,0
"725",4810677,1,2,2019-01-01,1,0,0
"726",4810677,1,3,2019-01-01,1,0,0
"727",4810677,1,4,2019-01-01,1,0,0
"728",4810677,1,5,2019-01-01,1,0,0
"729",4810677,1,8,2019-01-01,0,1,0
"730",4810677,1,9,2019-01-01,0,1,0
"731",4810678,1,1,2019-01-01,1,0,0
"732",4810678,1,2,2019-01-01,1,0,0
"733",4810678,1,3,2019-01-01,0,1,0
"734",4810678,1,4,2019-01-01,0,1,0
"735",4810679,1,1,2019-01-01,1,0,0
"736",4810679,1,2,2019-01-01,1,0,0
"737",4810679,1,3,2019-01-01,1,0,0
"738",4810679,1,4,2019-01-01,1,0,0
"739",4810679,1,5,2019-01-01,0,1,0
"740",4810680,1,1,2019-01-01,1,0,0
"741",4810680,1,2,2019-01-01,1,0,0
"742",4810680,1,3,2019-01-01,0,1,0
"743",4810681,1,1,2019-01-01,0,1,0
"744",4810681,1,2,2019-01-01,1,0,0
"745",4810682,1,1,2019-01-01,1,0,0
"746",4810682,1,2,2019-01-01,1,0,0
"747",4810682,1,3,2019-01-01,0,1,0
"748",4810682,1,4,2019-01-01,0,1,0
"749",4810682,1,5,2019-01-01,0,1,0
"750",4810683,1,1,2019-01-01,1,0,0
"751",4810683,1,2,2019-01-01,1,0,0
"752",4810683,1,3,2019-01-01,1,0,0
"753",4810683,1,4,2019-01-01,0,1,0
"754",4810684,1,1,2019-01-01,1,0,0
"755",4810684,1,2,2019-01-01,0,1,0
"756",4810684,1,3,2019-01-01,0,1,0
"757",4810684,1,4,2019-01-01,0,1,0
"758",4810684,1,5,2019-01-01,0,1,0
"759",4810684,1,6,2019-01-01,0,1,0
"760",4810685,1,1,2019-01-01,0,1,0
"761",4810686,1,1,2019-01-01,0,1,0
"762",4810686,1,2,2019-01-01,1,0,0
"763",4810686,1,3,2019-01-01,0,0,1
"764",4810686,1,4,2019-01-01,0,0,1
"765",4810686,1,5,2019-01-01,0,0,1
"766",4810686,1,6,2019-01-01,0,1,0
"767",4810686,1,8,2019-01-01,0,1,0
"768",4810687,1,1,2019-01-01,0,1,0
"769",4810687,1,2,2019-01-01,1,0,0
"770",4810688,1,1,2019-01-01,0,1,0
"771",4810688,1,2,2019-01-01,0,1,0
"772",4810688,1,3,2019-01-01,1,0,0
"773",4810688,1,4,2019-01-01,0,1,0
"774",4810688,1,6,2019-01-01,1,0,0
"775",4810688,1,7,2019-01-01,1,0,0
"776",4810688,1,8,2019-01-01,1,0,0
"777",4810688,1,9,2019-01-01,0,0,1
"778",4810688,1,10,2019-01-01,0,1,0
"779",4810688,1,11,2019-01-01,1,0,0
"780",4810688,1,12,2019-01-01,0,1,0
"781",4810688,1,13,2019-01-01,0,1,0
"782",4810689,1,1,2019-01-01,1,0,0
"783",4810689,1,2,2019-01-01,1,0,0
"784",4810690,1,1,2019-01-01,1,0,0
"785",4810690,1,2,2019-01-01,1,0,0
"786",4810690,1,3,2019-01-01,0,0,1
"787",4810690,1,4,2019-01-01,0,1,0
"788",4810690,1,5,2019-01-01,1,0,0
"789",4810691,1,1,2019-01-01,1,0,0
"790",4810691,1,2,2019-01-01,0,0,1
"791",4810691,1,3,2019-01-01,0,1,0
"792",4810691,1,4,2019-01-01,0,1,0
"793",4810691,1,5,2019-01-01,1,0,0
"794",4810692,1,1,2019-01-01,0,1,0
"795",4810692,1,2,2019-01-01,0,1,0
"796",4810692,1,3,2019-01-01,0,1,0
"797",4810692,1,4,2019-01-01,1,0,0
"798",4810692,1,5,2019-01-01,0,1,0
"799",4810693,1,1,2019-01-01,0,1,0
"800",4810693,1,2,2019-01-01,1,0,0
"801",4810694,1,1,2019-01-01,0,1,0
"802",4810694,1,2,2019-01-01,0,1,0
"803",4810695,1,1,2019-01-01,1,0,0
"804",4810695,1,2,2019-01-01,1,0,0
"805",4810696,1,1,2019-01-01,0,1,0
"806",4810696,1,2,2019-01-01,1,0,0
"807",4810696,1,3,2019-01-01,1,0,0
"808",4810696,1,4,2019-01-01,1,0,0
"809",4810697,1,1,2019-01-01,1,0,0
"810",4810697,1,2,2019-01-01,1,0,0
"811",4810697,1,5,2019-01-01,1,0,0
"812",4810697,1,6,2019-01-01,0,1,0
"813",4810698,1,1,2019-01-01,1,0,0
"814",4810698,1,2,2019-01-01,1,0,0
"815",4810698,1,3,2019-01-01,1,0,0
"816",4810699,1,1,2019-01-01,0,1,0
"817",4810699,1,2,2019-01-01,1,0,0
"818",4810699,1,3,2019-01-01,1,0,0
"819",4810699,1,4,2019-01-01,0,1,0
"820",4810699,1,5,2019-01-01,0,1,0
"821",4810699,1,6,2019-01-01,0,1,0
"822",4810699,1,11,2019-01-01,1,0,0
"823",4810699,1,13,2019-01-01,1,0,0
"824",4810699,1,14,2019-01-01,1,0,0
"825",4810699,1,15,2019-01-01,1,0,0
"826",4810700,1,1,2019-01-01,1,0,0
"827",4810700,1,2,2019-01-01,1,0,0
"828",4810700,1,3,2019-01-01,0,1,0
"829",4810700,1,4,2019-01-01,0,1,0
"830",4810701,1,1,2019-01-01,1,0,0
"831",4810701,1,2,2019-01-01,0,1,0
"832",4810701,1,3,2019-01-01,1,0,0
"833",4810701,1,4,2019-01-01,0,0,1
"834",4810702,1,1,2019-01-01,0,1,0
"835",4810702,1,2,2019-01-01,1,0,0
"836",4810702,1,3,2019-01-01,0,1,0
"837",4810702,1,4,2019-01-01,0,1,0
"838",4810702,1,5,2019-01-01,0,1,0
"839",4810703,1,1,2019-01-01,1,0,0
"840",4810703,1,2,2019-01-01,1,0,0
"841",4810703,1,3,2019-01-01,1,0,0
"842",4810703,1,4,2019-01-01,1,0,0
"843",4810703,1,5,2019-01-01,0,0,1
"844",4810704,1,1,2019-01-01,1,0,0
"845",4810704,1,2,2019-01-01,1,0,0
"846",4810705,1,1,2019-01-01,1,0,0
"847",4810705,1,2,2019-01-01,0,1,0
"848",4810705,1,3,2019-01-01,1,0,0
"849",4810705,1,4,2019-01-01,0,1,0
"850",4810705,1,5,2019-01-01,1,0,0
"851",4810705,1,6,2019-01-01,1,0,0
"852",4810705,1,7,2019-01-01,0,1,0
"853",4810706,1,1,2019-01-01,0,1,0
"854",4810706,1,2,2019-01-01,1,0,0
"855",4810707,1,1,2019-01-01,0,1,0
"856",4810707,1,2,2019-01-01,1,0,0
"857",4810707,1,3,2019-01-01,0,1,0
"858",4810708,1,1,2019-01-01,1,0,0
"859",4810708,1,2,2019-01-01,0,1,0
"860",4810708,1,3,2019-01-01,0,1,0
"861",4810709,1,1,2019-01-01,1,0,0
"862",4810709,1,2,2019-01-01,0,1,0
"863",4810709,1,3,2019-01-01,1,0,0
"864",4810709,1,4,2019-01-01,1,0,0
"865",4810709,1,8,2019-01-01,1,0,0
"866",4810709,1,9,2019-01-01,1,0,0
"867",4810709,1,10,2019-01-01,1,0,0
"868",4810709,1,11,2019-01-01,1,0,0
"869",4810709,1,12,2019-01-01,1,0,0
"870",4810709,1,13,2019-01-01,0,1,0
"871",4810709,1,14,2019-01-01,0,1,0
"872",4810711,1,1,2019-01-01,0,1,0
"873",4810711,1,2,2019-01-01,0,1,0
"874",4810711,1,3,2019-01-01,0,0,1
"875",4810711,1,4,2019-01-01,0,1,0
"876",4810711,1,5,2019-01-01,0,1,0
"877",4810712,1,1,2019-01-01,1,0,0
"878",4810712,1,2,2019-01-01,1,0,0
"879",4810712,1,3,2019-01-01,0,1,0
"880",4810712,1,4,2019-01-01,0,1,0
"881",4810712,1,5,2019-01-01,0,1,0
"882",4810713,1,1,2019-01-01,1,0,0
"883",4810713,1,2,2019-01-01,1,0,0
"884",4810713,1,3,2019-01-01,0,1,0
"885",4810714,1,1,2019-01-01,0,1,0
"886",4810714,2,1,2019-01-01,0,1,0
"887",4810715,1,1,2019-01-01,1,0,0
"888",4810715,1,2,2019-01-01,1,0,0
"889",4810715,1,3,2019-01-01,1,0,0
"890",4810717,1,1,2019-01-01,1,0,0
"891",4810717,1,2,2019-01-01,1,0,0
"892",4810717,1,3,2019-01-01,1,0,0
"893",4810717,1,5,2019-01-01,1,0,0
"894",4810718,1,1,2019-01-01,1,0,0
"895",4810718,1,2,2019-01-01,0,1,0
"896",4810719,1,1,2019-01-01,1,0,0
"897",4810719,1,2,2019-01-01,1,0,0
"898",4810719,1,3,2019-01-01,0,0,1
"899",4810719,1,4,2019-01-01,1,0,0
"900",4810720,1,1,2019-01-01,0,1,0
"901",4810720,1,2,2019-01-01,0,1,0
"902",4810721,1,1,2019-01-01,0,1,0
"903",4810721,1,2,2019-01-01,0,0,1
"904",4810721,1,3,2019-01-01,1,0,0
"905",4810721,1,4,2019-01-01,1,0,0
"906",4810721,1,5,2019-01-01,0,1,0
"907",4810721,1,7,2019-01-01,1,0,0
"908",4810722,1,1,2019-01-01,1,0,0
"909",4810722,1,2,2019-01-01,1,0,0
"910",4810723,1,1,2019-01-01,1,0,0
"911",4810723,1,2,2019-01-01,0,1,0
"912",4810723,1,3,2019-01-01,0,1,0
"913",4810723,1,4,2019-01-01,0,1,0
"914",4810723,1,5,2019-01-01,1,0,0
"915",4810723,1,6,2019-01-01,0,1,0
"916",4810723,1,8,2019-01-01,1,0,0
"917",4810724,1,1,2019-01-01,0,1,0
"918",4810724,1,2,2019-01-01,0,0,1
"919",4810724,1,3,2019-01-01,1,0,0
"920",4810724,1,6,2019-01-01,1,0,0
"921",4810725,1,1,2019-01-01,0,0,1
"922",4810725,1,2,2019-01-01,0,0,1
"923",4810726,1,1,2019-01-01,1,0,0
"924",4810726,1,2,2019-01-01,1,0,0
"925",4810726,1,3,2019-01-01,0,1,0
"926",4810727,1,1,2019-01-01,1,0,0
"927",4810728,1,1,2019-01-01,1,0,0
"928",4810728,1,2,2019-01-01,1,0,0
"929",4810728,1,3,2019-01-01,0,1,0
"930",4810728,1,4,2019-01-01,1,0,0
"931",4810729,1,1,2019-01-01,1,0,0
"932",4810729,1,2,2019-01-01,1,0,0
"933",4810729,1,3,2019-01-01,0,0,1
"934",4810729,1,4,2019-01-01,0,1,0
"935",4810730,1,1,2019-01-01,1,0,0
"936",4810730,1,2,2019-01-01,0,1,0
"937",4810731,1,1,2019-01-01,1,0,0
"938",4810731,1,2,2019-01-01,0,1,0
"939",4810731,1,3,2019-01-01,0,1,0
"940",4810732,1,1,2019-01-01,1,0,0
"941",4810732,1,2,2019-01-01,0,1,0
"942",4810732,1,3,2019-01-01,0,1,0
"943",4810733,1,1,2019-01-01,1,0,0
"944",4810733,1,2,2019-01-01,1,0,0
"945",4810733,1,3,2019-01-01,0,1,0
"946",4810734,1,1,2019-01-01,0,1,0
"947",4810734,1,2,2019-01-01,1,0,0
"948",4810735,1,1,2019-01-01,1,0,0
"949",4810735,1,2,2019-01-01,0,1,0
"950",4810735,1,3,2019-01-01,1,0,0
"951",4810735,1,5,2019-01-01,1,0,0
"952",4810736,1,1,2019-01-01,1,0,0
"953",4810736,1,2,2019-01-01,1,0,0
"954",4810736,1,3,2019-01-01,0,1,0
"955",4810736,1,4,2019-01-01,1,0,0
"956",4810737,1,1,2019-01-01,1,0,0
"957",4810737,1,2,2019-01-01,1,0,0
"958",4810737,1,3,2019-01-01,1,0,0
"959",4810738,1,1,2019-01-01,0,1,0
"960",4810738,1,2,2019-01-01,0,1,0
"961",4810738,1,3,2019-01-01,1,0,0
"962",4810738,1,4,2019-01-01,1,0,0
"963",4810739,1,1,2019-01-01,1,0,0
"964",4810739,1,2,2019-01-01,1,0,0
"965",4810739,2,1,2019-01-01,1,0,0
"966",4810740,1,1,2019-01-01,0,1,0
"967",4810740,1,2,2019-01-01,0,1,0
"968",4810741,1,1,2019-01-01,1,0,0
"969",4810741,1,2,2019-01-01,1,0,0
"970",4810742,1,1,2019-01-01,1,0,0
"971",4810743,1,1,2019-01-01,1,0,0
"972",4810743,1,2,2019-01-01,1,0,0
"973",4810743,1,4,2019-01-01,1,0,0
"974",4810744,1,1,2019-01-01,1,0,0
"975",4810744,1,2,2019-01-01,1,0,0
"976",4810745,1,1,2019-01-01,1,0,0
"977",4810745,1,2,2019-01-01,1,0,0
"978",4810746,1,1,2019-01-01,1,0,0
"979",4810746,1,2,2019-01-01,1,0,0
"980",4810746,1,3,2019-01-01,1,0,0
"981",4810747,1,1,2019-01-01,1,0,0
"982",4810751,1,1,2019-01-01,1,0,0
"983",4810751,1,2,2019-01-01,1,0,0
"984",4810751,1,3,2019-01-01,1,0,0
"985",4810752,1,1,2019-01-01,1,0,0
"986",4810752,1,2,2019-01-01,1,0,0
"987",4810752,1,3,2019-01-01,1,0,0
"988",4810754,1,1,2019-01-01,1,0,0
"989",4810754,1,2,2019-01-01,1,0,0
"990",4810754,1,4,2019-01-01,1,0,0
"991",4810755,1,1,2019-01-01,0,1,0
"992",4810756,1,1,2019-01-01,1,0,0
"993",4810756,1,2,2019-01-01,0,1,0
"994",4810756,1,3,2019-01-01,0,1,0
"995",4810757,1,1,2019-01-01,1,0,0
"996",4810757,1,2,2019-01-01,1,0,0
"997",4810758,1,1,2019-01-01,1,0,0
"998",4810758,1,2,2019-01-01,1,0,0
"999",4810758,1,3,2019-01-01,1,0,0
"1000",4810758,1,4,2019-01-01,1,0,0
"1001",4810758,1,5,2019-01-01,0,1,0
"1002",4810763,1,1,2019-01-01,1,0,0
"1003",4810763,1,2,2019-01-01,0,1,0
"1004",4810764,1,1,2019-01-01,1,0,0
"1005",4810764,1,2,2019-01-01,1,0,0
"1006",4810764,1,3,2019-01-01,1,0,0
"1007",4810764,1,4,2019-01-01,0,1,0
"1008",4812856,1,1,2019-01-01,1,0,0
"1009",4812856,1,2,2019-01-01,1,0,0
"1010",4812856,1,3,2019-01-01,0,1,0
"1011",4812857,1,1,2019-01-01,1,0,0
"1012",4812857,1,2,2019-01-01,1,0,0
"1013",4812858,1,1,2019-01-01,0,1,0
"1014",4812858,1,2,2019-01-01,0,1,0
"1015",4812859,1,1,2019-01-01,0,1,0
"1016",4812859,1,2,2019-01-01,0,1,0
"1017",4812859,1,3,2019-01-01,1,0,0
"1018",4812859,1,4,2019-01-01,1,0,0
"1019",4812860,1,1,2019-01-01,1,0,0
"1020",4812861,1,1,2019-01-01,1,0,0
"1021",4812861,1,2,2019-01-01,1,0,0
"1022",4813636,1,1,2019-01-01,0,1,0
"1023",4813636,1,2,2019-01-01,0,0,1
"1024",4813636,1,3,2019-01-01,0,1,0
"1025",4813637,1,1,2019-01-01,1,0,0
"1026",4813637,1,2,2019-01-01,1,0,0
"1027",4813637,1,3,2019-01-01,1,0,0
"1028",4813638,1,1,2019-01-01,0,1,0
"1029",4813638,1,2,2019-01-01,1,0,0
"1030",4813638,1,3,2019-01-01,1,0,0
"1031",4813638,1,4,2019-01-01,1,0,0
"1032",4813638,1,5,2019-01-01,0,1,0
"1033",4813638,1,6,2019-01-01,0,1,0
"1034",4813639,1,1,2019-01-01,1,0,0
"1035",4813639,1,2,2019-01-01,0,1,0
"1036",4813640,1,1,2019-01-01,1,0,0
"1037",4813640,1,2,2019-01-01,1,0,0
"1038",4813640,1,3,2019-01-01,0,1,0
"1039",4813640,1,5,2019-01-01,1,0,0
"1040",4813640,1,6,2019-01-01,0,1,0
"1041",4813641,1,1,2019-01-01,1,0,0
"1042",4813641,1,2,2019-01-01,0,1,0
"1043",4813642,1,1,2019-01-01,0,0,1
"1044",4813642,1,2,2019-01-01,0,1,0
"1045",4813642,1,3,2019-01-01,0,1,0
"1046",4813643,1,1,2019-01-01,1,0,0
"1047",4813643,1,2,2019-01-01,1,0,0
"1048",4813643,1,3,2019-01-01,1,0,0
"1049",4813644,1,1,2019-01-01,1,0,0
"1050",4813645,1,1,2019-01-01,1,0,0
"1051",4813645,1,2,2019-01-01,1,0,0
"1052",4813645,1,3,2019-01-01,0,1,0
"1053",4813646,1,1,2019-01-01,1,0,0
"1054",4813646,1,2,2019-01-01,1,0,0
"1055",4813646,1,5,2019-01-01,1,0,0
"1056",4813647,1,1,2019-01-01,0,1,0
"1057",4813647,1,2,2019-01-01,0,1,0
"1058",4813648,1,1,2019-01-01,1,0,0
"1059",4813648,1,2,2019-01-01,1,0,0
"1060",4813648,1,4,2019-01-01,1,0,0
"1061",4813649,1,1,2019-01-01,0,1,0
"1062",4814750,1,1,2019-01-01,0,1,0
"1063",4814750,1,2,2019-01-01,1,0,0
"1064",4814750,1,3,2019-01-01,1,0,0
"1065",4814750,1,4,2019-01-01,1,0,0
"1066",4814750,1,5,2019-01-01,0,1,0
"1067",4814750,1,6,2019-01-01,0,0,1
"1068",4814750,1,7,2019-01-01,1,0,0
"1069",4814750,1,8,2019-01-01,1,0,0
"1070",4814750,1,9,2019-01-01,0,1,0
"1071",4814750,1,10,2019-01-01,0,1,0
"1072",4814750,1,12,2019-01-01,0,1,0
"1073",4814750,1,13,2019-01-01,1,0,0
"1074",4814751,1,1,2019-01-01,0,1,0
"1075",4814751,1,2,2019-01-01,0,0,1
"1076",4814751,1,4,2019-01-01,1,0,0
"1077",4814751,1,5,2019-01-01,1,0,0
"1078",4814751,1,7,2019-01-01,1,0,0
"1079",4814751,1,8,2019-01-01,1,0,0
"1080",4814751,2,1,2019-01-01,1,0,0
"1081",4814751,2,2,2019-01-01,1,0,0
"1082",4814752,1,1,2019-01-01,0,1,0
"1083",4814752,1,2,2019-01-01,1,0,0
"1084",4814753,1,1,2019-01-01,0,1,0
"1085",4814753,1,2,2019-01-01,0,1,0
"1086",4814753,1,3,2019-01-01,1,0,0
"1087",4814753,1,4,2019-01-01,1,0,0
"1088",4814753,1,5,2019-01-01,1,0,0
"1089",4814753,1,6,2019-01-01,0,1,0
"1090",4814753,1,8,2019-01-01,1,0,0
"1091",4814754,1,1,2019-01-01,1,0,0
"1092",4814755,1,1,2019-01-01,1,0,0
"1093",4814755,1,2,2019-01-01,0,1,0
"1094",4814755,1,3,2019-01-01,0,1,0
"1095",4814755,1,6,2019-01-01,0,1,0
"1096",4814756,1,1,2019-01-01,1,0,0
"1097",4814756,1,2,2019-01-01,0,1,0
"1098",4814756,1,4,2019-01-01,1,0,0
"1099",4814757,1,1,2019-01-01,0,1,0
"1100",4814757,1,2,2019-01-01,1,0,0
"1101",4814757,1,3,2019-01-01,1,0,0
"1102",4814757,1,4,2019-01-01,0,1,0
"1103",4814758,1,1,2019-01-01,1,0,0
"1104",4814758,1,2,2019-01-01,0,1,0
"1105",4814758,1,3,2019-01-01,0,1,0
"1106",4814758,1,4,2019-01-01,1,0,0
"1107",4814760,1,1,2019-01-01,1,0,0
"1108",4814760,1,2,2019-01-01,1,0,0
"1109",4814761,1,1,2019-01-01,1,0,0
"1110",4814761,1,2,2019-01-01,0,1,0
"1111",4814761,1,3,2019-01-01,1,0,0
"1112",4814761,1,4,2019-01-01,1,0,0
"1113",4814761,1,5,2019-01-01,0,1,0
"1114",4814761,1,6,2019-01-01,0,1,0
"1115",4814761,1,7,2019-01-01,0,1,0
"1116",4814761,1,8,2019-01-01,1,0,0
"1117",4814762,1,1,2019-01-01,1,0,0
"1118",4814762,1,2,2019-01-01,0,1,0
"1119",4814762,1,4,2019-01-01,0,1,0
"1120",4814763,1,1,2019-01-01,1,0,0
"1121",4814763,1,2,2019-01-01,1,0,0
"1122",4814763,1,5,2019-01-01,0,1,0
"1123",4814763,1,8,2019-01-01,0,0,1
"1124",4814764,1,1,2019-01-01,0,1,0
"1125",4814764,1,2,2019-01-01,1,0,0
"1126",4814764,1,5,2019-01-01,0,1,0
"1127",4814764,1,6,2019-01-01,1,0,0
"1128",4814765,1,1,2019-01-01,1,0,0
"1129",4814765,1,2,2019-01-01,1,0,0
"1130",4814765,1,3,2019-01-01,0,1,0
"1131",4814765,1,4,2019-01-01,1,0,0
"1132",4814765,1,5,2019-01-01,0,1,0
"1133",4814765,1,6,2019-01-01,1,0,0
"1134",4814765,1,7,2019-01-01,0,1,0
"1135",4814765,1,8,2019-01-01,1,0,0
"1136",4814765,1,9,2019-01-01,0,0,1
"1137",4814766,1,1,2019-01-01,1,0,0
"1138",4814766,1,2,2019-01-01,1,0,0
"1139",4814767,1,1,2019-01-01,1,0,0
"1140",4814767,1,2,2019-01-01,1,0,0
"1141",4814768,1,1,2019-01-01,1,0,0
"1142",4814768,1,2,2019-01-01,0,1,0
"1143",4814768,1,3,2019-01-01,1,0,0
"1144",4814769,1,1,2019-01-01,1,0,0
